dataset,mode,bin,n_runs,n_ok,n_with_selection,runtime_mean_seconds,runtime_median_seconds,runtime_std_seconds,runtime_cv,runtime_p95_seconds,mean_pairwise_jaccard
FD001,sensors,low,5,5,5,504.24554469385185,492.75627644895576,48.9036117922179,0.09698372609699366,565.7535019946284,0.1
FD001,windows,low,5,5,5,948.0603773210198,967.6718729399144,39.16953117975684,0.04131543951920033,979.7688901259099,0.6
