iter_idx,n0_value,milp1_status,milp1_objective,milp1_solve_time_s,milp2_status,milp2_objective,milp2_solve_time_s
1,29,OptimalGlobal,10.0579794395726,0.309,OptimalGlobal,8.73777111039488,32.981
2,28,OptimalGlobal,9.31078476582066,0.26,OptimalGlobal,8.73777111039489,10.858
3,27,OptimalGlobal,10.4482324455054,0.267,OptimalGlobal,8.73777111039487,22.761
4,26,OptimalGlobal,8.62196801675833,0.256,OptimalGlobal,8.73777111039489,5.285
5,25,OptimalGlobal,9.72828842561099,0.239,OptimalGlobal,8.73777111039489,48.644
6,24,OptimalGlobal,9.59849086256739,0.217,OptimalGlobal,8.73777111039488,7.101
7,23,OptimalGlobal,10.1220845386118,0.227,OptimalGlobal,8.7377711103949,7.448
8,22,OptimalGlobal,10.8588207330894,0.198,OptimalGlobal,8.7377711103949,9.82
9,21,OptimalGlobal,9.90544806302157,0.209,OptimalGlobal,8.73777111039488,7.488
10,20,OptimalGlobal,10.1263556828549,0.184,OptimalGlobal,8.73777111039489,9.901
11,19,OptimalGlobal,11.2533741418795,0.195,OptimalGlobal,8.7377711103949,4.425
12,18,OptimalGlobal,11.2091008355823,0.142,OptimalGlobal,8.73777111039489,8.669
13,17,OptimalGlobal,12.2583668385492,0.139,OptimalGlobal,8.73777111039488,3.789
14,16,OptimalGlobal,14.5543912851836,0.145,Feasible,9.58193482765986,60.343
15,15,OptimalGlobal,13.0369374037402,0.162,OptimalGlobal,8.7377711103949,9.747
16,14,OptimalGlobal,12.9943962643338,0.114,OptimalGlobal,8.73777111039489,4.457
17,13,OptimalGlobal,14.0151394269558,0.119,OptimalGlobal,8.73777111039491,8.673
18,12,OptimalGlobal,13.9436174466493,0.104,OptimalGlobal,8.73777111039488,3.384
19,11,OptimalGlobal,17.0732637935092,0.111,OptimalGlobal,8.73777111039489,4.111
20,10,OptimalGlobal,15.7836737247999,0.099,OptimalGlobal,8.73777111039488,17.919
21,9,OptimalGlobal,16.7595145111702,0.093,OptimalGlobal,8.73777111039488,3.83
22,8,OptimalGlobal,15.7737692244566,0.086,OptimalGlobal,8.73777111039488,2.17
23,7,OptimalGlobal,18.4353567392044,0.09,OptimalGlobal,8.73777111039488,3.631
24,6,OptimalGlobal,17.9236843382413,0.078,OptimalGlobal,8.73777111039488,3.267
25,5,OptimalGlobal,23.2344920127387,0.077,OptimalGlobal,8.73777111039489,8.657
26,4,OptimalGlobal,29.6821274203184,0.061,OptimalGlobal,8.73777111039488,4.202
27,3,OptimalGlobal,32.4934373673253,0.043,OptimalGlobal,8.73777111039488,7.093
28,2,OptimalGlobal,39.2271817183528,0.031,OptimalGlobal,8.73777111039488,12.606
29,1,OptimalGlobal,47.1550046207236,0.016,OptimalGlobal,8.73777111039488,56.301
