iter_idx,n0_value,milp1_status,milp1_objective,milp1_solve_time_s,milp2_status,milp2_objective,milp2_solve_time_s
1,29,OptimalGlobal,8.16781849185394,0.525,OptimalGlobal,8.17494776434316,4.78
2,28,OptimalGlobal,6.418498652405,0.439,OptimalGlobal,8.17494776434317,9.438
3,27,OptimalGlobal,4.87245391489234,0.418,OptimalGlobal,8.17494776434316,8.199
4,26,OptimalGlobal,4.20511359241947,0.422,OptimalGlobal,8.17494776434317,4.002
5,25,OptimalGlobal,3.58484125921823,0.414,OptimalGlobal,8.17494776434316,3.307
6,24,OptimalGlobal,2.96564982951382,0.354,OptimalGlobal,8.17494776434316,9.409
7,23,OptimalGlobal,2.73102963138686,0.41,OptimalGlobal,8.17494776434316,2.913
8,22,OptimalGlobal,2.69041286327774,0.354,OptimalGlobal,8.17494776434316,8.918
9,21,OptimalGlobal,2.46825828710303,0.364,OptimalGlobal,8.17494776434316,3.82
10,20,OptimalGlobal,2.87164506803426,0.295,OptimalGlobal,8.17494776434317,6.695
11,19,OptimalGlobal,2.54747752341083,0.405,OptimalGlobal,8.17494776434317,2.831
12,18,OptimalGlobal,2.6513950279923,0.457,OptimalGlobal,8.17494776434316,8.021
13,17,OptimalGlobal,2.53310335052535,0.314,OptimalGlobal,8.17494776434316,2.955
14,16,OptimalGlobal,2.46897763796431,0.47,OptimalGlobal,8.17494776434317,2.978
15,15,OptimalGlobal,2.79627596127447,0.295,OptimalGlobal,8.17494776434316,5.148
16,14,OptimalGlobal,2.94101328832223,0.441,OptimalGlobal,8.17494776434316,3.078
17,13,OptimalGlobal,2.45540725140219,0.272,OptimalGlobal,8.17494776434317,2.591
18,12,OptimalGlobal,2.58667540596269,0.365,OptimalGlobal,8.17494776434316,5.821
19,11,OptimalGlobal,3.26534663213305,0.347,OptimalGlobal,8.17494776434316,2.27
20,10,OptimalGlobal,2.69660874352719,0.433,OptimalGlobal,8.17494776434317,2.498
21,9,OptimalGlobal,2.95292344338892,0.423,OptimalGlobal,8.17494776434316,1.991
22,8,OptimalGlobal,4.08142716943069,0.331,OptimalGlobal,8.17494776434316,4.603
23,7,OptimalGlobal,3.54594893692907,0.41,OptimalGlobal,8.17494776434317,2.857
24,6,OptimalGlobal,5.23890814009938,0.337,OptimalGlobal,8.17494776434317,2.758
25,5,OptimalGlobal,5.1482727595778,0.258,OptimalGlobal,8.17494776434316,11.484
26,4,OptimalGlobal,8.47845503197127,0.446,OptimalGlobal,8.17494776434316,3.159
27,3,OptimalGlobal,9.59664719776856,0.369,OptimalGlobal,8.17494776434316,15.166
28,2,OptimalGlobal,8.68457566770754,0.163,OptimalGlobal,8.17494776434317,11.111
29,1,OptimalGlobal,9.61403745655171,0.039,OptimalGlobal,8.17494776434317,42.503
