iter_idx,n0_value,milp1_status,milp1_objective,milp1_solve_time_s,milp2_status,milp2_objective,milp2_solve_time_s
1,20,OptimalGlobal,47.4570758855391,0.301,OptimalGlobal,47.1644719272803,6.682
2,19,OptimalGlobal,32.017391199256,0.235,OptimalGlobal,47.1644719272803,7.397
3,18,OptimalGlobal,37.5343835176238,0.228,OptimalGlobal,47.1644719272803,8.763
4,17,OptimalGlobal,11.5927605130693,0.176,OptimalGlobal,47.1644719272803,5.718
5,16,OptimalGlobal,24.1922562372246,0.187,OptimalGlobal,47.1644719272803,7.231
6,15,OptimalGlobal,9.3019880493935,0.168,OptimalGlobal,47.1644719272803,4.81
7,14,OptimalGlobal,11.5698027176782,0.204,OptimalGlobal,47.1644719272803,3.824
8,13,OptimalGlobal,37.352194159179,0.177,OptimalGlobal,47.1644719272803,4.621
9,12,OptimalGlobal,39.7128197266369,0.149,OptimalGlobal,47.1644719272803,4.784
10,11,OptimalGlobal,35.9182965102935,0.133,OptimalGlobal,47.1644719272803,4.074
11,10,OptimalGlobal,8.04443516911121,0.133,OptimalGlobal,47.1644719272803,5.785
12,9,OptimalGlobal,25.2544251188865,0.142,OptimalGlobal,47.1644719272803,5.271
13,8,OptimalGlobal,35.994974248683,0.109,OptimalGlobal,47.1644719272803,2.554
14,7,OptimalGlobal,34.7392537725166,0.099,OptimalGlobal,47.1644719272803,3.338
15,6,OptimalGlobal,37.1329759850845,0.082,OptimalGlobal,47.1644719272804,2.38
16,5,OptimalGlobal,31.3786308724049,0.057,OptimalGlobal,47.1644719272803,1.566
17,4,OptimalGlobal,24.9103413969427,0.046,OptimalGlobal,47.1644719272803,1.086
18,3,OptimalGlobal,25.9812101033953,0.036,OptimalGlobal,47.1644719272803,1.124
19,2,OptimalGlobal,18.9487308691677,0.026,OptimalGlobal,47.1644719272803,1.183
20,1,OptimalGlobal,51.7328001469965,0.021,OptimalGlobal,47.1644719272803,1.722
