dataset,window_tag,hidden_tag,group_mode,ranking,split,metric,n_groups,removed_groups,remaining_groups,remaining_pct,value
FD001,W30_step1,h10_10_10,windows,weights,val,mae,30,2,28,0.9333333333333333,26.884355545043945
FD001,W30_step1,h10_10_10,windows,weights,val,rmse,30,2,28,0.9333333333333333,41.862197786494974
FD001,W30_step1,h10_10_10,windows,weights,val,r2,30,2,28,0.9333333333333333,0.6443161964416504
FD001,W30_step1,h10_10_10,windows,weights,train,mae,30,3,27,0.9,17.008787155151367
FD001,W30_step1,h10_10_10,windows,weights,train,rmse,30,3,27,0.9,26.078980428974667
FD001,W30_step1,h10_10_10,windows,weights,train,r2,30,3,27,0.9,0.8158285021781921
FD001,W30_step1,h10_10_10,windows,weights,val,mae,30,3,27,0.9,27.701894760131836
FD001,W30_step1,h10_10_10,windows,weights,val,rmse,30,3,27,0.9,42.88665737568475
FD001,W30_step1,h10_10_10,windows,weights,val,r2,30,3,27,0.9,0.6266945004463196
FD001,W30_step1,h10_10_10,windows,weights,train,mae,30,4,26,0.8666666666666667,17.42469596862793
FD001,W30_step1,h10_10_10,windows,weights,train,rmse,30,4,26,0.8666666666666667,27.061345240952082
FD001,W30_step1,h10_10_10,windows,weights,train,r2,30,4,26,0.8666666666666667,0.8016921281814575
FD001,W30_step1,h10_10_10,windows,weights,val,mae,30,4,26,0.8666666666666667,26.594600677490234
FD001,W30_step1,h10_10_10,windows,weights,val,rmse,30,4,26,0.8666666666666667,41.87991021817994
FD001,W30_step1,h10_10_10,windows,weights,val,r2,30,4,26,0.8666666666666667,0.6440151929855347
FD001,W30_step1,h10_10_10,windows,weights,train,mae,30,5,25,0.8333333333333334,17.857831954956055
FD001,W30_step1,h10_10_10,windows,weights,train,rmse,30,5,25,0.8333333333333334,27.220161550296112
FD001,W30_step1,h10_10_10,windows,weights,train,r2,30,5,25,0.8333333333333334,0.7993576526641846
FD001,W30_step1,h10_10_10,windows,weights,val,mae,30,5,25,0.8333333333333334,27.388891220092773
FD001,W30_step1,h10_10_10,windows,weights,val,rmse,30,5,25,0.8333333333333334,43.21904515671086
FD001,W30_step1,h10_10_10,windows,weights,val,r2,30,5,25,0.8333333333333334,0.6208855509757996
FD001,W30_step1,h10_10_10,windows,weights,train,mae,30,6,24,0.8,17.77334213256836
FD001,W30_step1,h10_10_10,windows,weights,train,rmse,30,6,24,0.8,26.96126009478113
FD001,W30_step1,h10_10_10,windows,weights,train,r2,30,6,24,0.8,0.8031562566757202
FD001,W30_step1,h10_10_10,windows,weights,val,mae,30,6,24,0.8,27.492877960205078
FD001,W30_step1,h10_10_10,windows,weights,val,rmse,30,6,24,0.8,43.026151999212935
FD001,W30_step1,h10_10_10,windows,weights,val,r2,30,6,24,0.8,0.6242620944976807
FD001,W30_step1,h10_10_10,windows,weights,train,mae,30,7,23,0.7666666666666667,16.836650848388672
FD001,W30_step1,h10_10_10,windows,weights,train,rmse,30,7,23,0.7666666666666667,25.827335703305714
FD001,W30_step1,h10_10_10,windows,weights,train,r2,30,7,23,0.7666666666666667,0.8193656206130981
FD001,W30_step1,h10_10_10,windows,weights,val,mae,30,7,23,0.7666666666666667,26.92350196838379
FD001,W30_step1,h10_10_10,windows,weights,val,rmse,30,7,23,0.7666666666666667,42.31598057370363
FD001,W30_step1,h10_10_10,windows,weights,val,r2,30,7,23,0.7666666666666667,0.6365633010864258
FD001,W30_step1,h10_10_10,windows,weights,train,mae,30,8,22,0.7333333333333333,17.022937774658203
FD001,W30_step1,h10_10_10,windows,weights,train,rmse,30,8,22,0.7333333333333333,26.17258277960868
FD001,W30_step1,h10_10_10,windows,weights,train,r2,30,8,22,0.7333333333333333,0.8145040273666382
FD001,W30_step1,h10_10_10,windows,weights,val,mae,30,8,22,0.7333333333333333,26.101898193359375
FD001,W30_step1,h10_10_10,windows,weights,val,rmse,30,8,22,0.7333333333333333,41.72963633711807
FD001,W30_step1,h10_10_10,windows,weights,val,r2,30,8,22,0.7333333333333333,0.646565318107605
FD001,W30_step1,h10_10_10,windows,weights,train,mae,30,9,21,0.7,17.42992401123047
FD001,W30_step1,h10_10_10,windows,weights,train,rmse,30,9,21,0.7,26.861395084738945
FD001,W30_step1,h10_10_10,windows,weights,train,r2,30,9,21,0.7,0.8046118021011353
FD001,W30_step1,h10_10_10,windows,weights,val,mae,30,9,21,0.7,26.004390716552734
FD001,W30_step1,h10_10_10,windows,weights,val,rmse,30,9,21,0.7,40.9672571953429
FD001,W30_step1,h10_10_10,windows,weights,val,r2,30,9,21,0.7,0.6593614816665649
FD001,W30_step1,h10_10_10,windows,weights,train,mae,30,10,20,0.6666666666666666,17.633188247680664
FD001,W30_step1,h10_10_10,windows,weights,train,rmse,30,10,20,0.6666666666666666,27.22925022601786
FD001,W30_step1,h10_10_10,windows,weights,train,r2,30,10,20,0.6666666666666666,0.7992236614227295
FD001,W30_step1,h10_10_10,windows,weights,val,mae,30,10,20,0.6666666666666666,26.250747680664062
FD001,W30_step1,h10_10_10,windows,weights,val,rmse,30,10,20,0.6666666666666666,41.23936593516412
FD001,W30_step1,h10_10_10,windows,weights,val,r2,30,10,20,0.6666666666666666,0.6548213362693787
FD001,W30_step1,h10_10_10,windows,weights,train,mae,30,11,19,0.6333333333333333,18.23586654663086
FD001,W30_step1,h10_10_10,windows,weights,train,rmse,30,11,19,0.6333333333333333,28.3226108981135
FD001,W30_step1,h10_10_10,windows,weights,train,r2,30,11,19,0.6333333333333333,0.7827759981155396
FD001,W30_step1,h10_10_10,windows,weights,val,mae,30,11,19,0.6333333333333333,26.610872268676758
FD001,W30_step1,h10_10_10,windows,weights,val,rmse,30,11,19,0.6333333333333333,41.99477099610885
FD001,W30_step1,h10_10_10,windows,weights,val,r2,30,11,19,0.6333333333333333,0.6420598030090332
FD001,W30_step1,h10_10_10,windows,weights,train,mae,30,12,18,0.6,18.330392837524414
FD001,W30_step1,h10_10_10,windows,weights,train,rmse,30,12,18,0.6,28.446352073491997
FD001,W30_step1,h10_10_10,windows,weights,train,r2,30,12,18,0.6,0.7808737754821777
FD001,W30_step1,h10_10_10,windows,weights,val,mae,30,12,18,0.6,26.955900192260742
FD001,W30_step1,h10_10_10,windows,weights,val,rmse,30,12,18,0.6,42.40941489433316
FD001,W30_step1,h10_10_10,windows,weights,val,r2,30,12,18,0.6,0.6349565386772156
FD001,W30_step1,h10_10_10,windows,weights,train,mae,30,13,17,0.5666666666666667,18.409290313720703
FD001,W30_step1,h10_10_10,windows,weights,train,rmse,30,13,17,0.5666666666666667,28.57942883336555
FD001,W30_step1,h10_10_10,windows,weights,train,r2,30,13,17,0.5666666666666667,0.7788187265396118
FD001,W30_step1,h10_10_10,windows,weights,val,mae,30,13,17,0.5666666666666667,26.718753814697266
FD001,W30_step1,h10_10_10,windows,weights,val,rmse,30,13,17,0.5666666666666667,42.46272348474822
FD001,W30_step1,h10_10_10,windows,weights,val,r2,30,13,17,0.5666666666666667,0.6340382099151611
FD001,W30_step1,h10_10_10,windows,weights,train,mae,30,14,16,0.5333333333333333,18.023618698120117
FD001,W30_step1,h10_10_10,windows,weights,train,rmse,30,14,16,0.5333333333333333,27.564461912884767
FD001,W30_step1,h10_10_10,windows,weights,train,r2,30,14,16,0.5333333333333333,0.7942497730255127
FD001,W30_step1,h10_10_10,windows,weights,val,mae,30,14,16,0.5333333333333333,27.103458404541016
FD001,W30_step1,h10_10_10,windows,weights,val,rmse,30,14,16,0.5333333333333333,42.27259069217458
FD001,W30_step1,h10_10_10,windows,weights,val,r2,30,14,16,0.5333333333333333,0.6373082399368286
FD001,W30_step1,h10_10_10,windows,weights,train,mae,30,15,15,0.5,18.063844680786133
FD001,W30_step1,h10_10_10,windows,weights,train,rmse,30,15,15,0.5,27.736892491375542
FD001,W30_step1,h10_10_10,windows,weights,train,r2,30,15,15,0.5,0.7916675806045532
FD001,W30_step1,h10_10_10,windows,weights,val,mae,30,15,15,0.5,26.61760711669922
FD001,W30_step1,h10_10_10,windows,weights,val,rmse,30,15,15,0.5,41.8203949595208
FD001,W30_step1,h10_10_10,windows,weights,val,r2,30,15,15,0.5,0.6450262069702148
FD001,W30_step1,h10_10_10,windows,weights,train,mae,30,16,14,0.4666666666666667,18.588733673095703
FD001,W30_step1,h10_10_10,windows,weights,train,rmse,30,16,14,0.4666666666666667,28.7207816882001
FD001,W30_step1,h10_10_10,windows,weights,train,r2,30,16,14,0.4666666666666667,0.776625394821167
FD001,W30_step1,h10_10_10,windows,weights,val,mae,30,16,14,0.4666666666666667,27.007831573486328
FD001,W30_step1,h10_10_10,windows,weights,val,rmse,30,16,14,0.4666666666666667,42.31269762001487
FD001,W30_step1,h10_10_10,windows,weights,val,r2,30,16,14,0.4666666666666667,0.6366196870803833
FD001,W30_step1,h10_10_10,windows,weights,train,mae,30,17,13,0.43333333333333335,18.78049659729004
FD001,W30_step1,h10_10_10,windows,weights,train,rmse,30,17,13,0.43333333333333335,28.785130540513013
FD001,W30_step1,h10_10_10,windows,weights,train,r2,30,17,13,0.43333333333333335,0.7756233811378479
FD001,W30_step1,h10_10_10,windows,weights,val,mae,30,17,13,0.43333333333333335,27.216251373291016
FD001,W30_step1,h10_10_10,windows,weights,val,rmse,30,17,13,0.43333333333333335,42.54096715777334
FD001,W30_step1,h10_10_10,windows,weights,val,r2,30,17,13,0.43333333333333335,0.6326883435249329
FD001,W30_step1,h10_10_10,windows,weights,train,mae,30,18,12,0.4,19.796329498291016
FD001,W30_step1,h10_10_10,windows,weights,train,rmse,30,18,12,0.4,30.14291722750761
FD001,W30_step1,h10_10_10,windows,weights,train,r2,30,18,12,0.4,0.7539565563201904
FD001,W30_step1,h10_10_10,windows,weights,val,mae,30,18,12,0.4,27.56027603149414
FD001,W30_step1,h10_10_10,windows,weights,val,rmse,30,18,12,0.4,42.58198377009783
FD001,W30_step1,h10_10_10,windows,weights,val,r2,30,18,12,0.4,0.6319797039031982
FD001,W30_step1,h10_10_10,windows,weights,train,mae,30,19,11,0.36666666666666664,19.839019775390625
FD001,W30_step1,h10_10_10,windows,weights,train,rmse,30,19,11,0.36666666666666664,30.154461775024377
FD001,W30_step1,h10_10_10,windows,weights,train,r2,30,19,11,0.36666666666666664,0.7537680864334106
FD001,W30_step1,h10_10_10,windows,weights,val,mae,30,19,11,0.36666666666666664,28.03515625
FD001,W30_step1,h10_10_10,windows,weights,val,rmse,30,19,11,0.36666666666666664,42.93958811561963
FD001,W30_step1,h10_10_10,windows,weights,val,r2,30,19,11,0.36666666666666664,0.6257724761962891
FD001,W30_step1,h10_10_10,windows,weights,train,mae,30,20,10,0.3333333333333333,20.262025833129883
FD001,W30_step1,h10_10_10,windows,weights,train,rmse,30,20,10,0.3333333333333333,30.46874899839742
FD001,W30_step1,h10_10_10,windows,weights,train,r2,30,20,10,0.3333333333333333,0.7486085891723633
FD001,W30_step1,h10_10_10,windows,weights,val,mae,30,20,10,0.3333333333333333,28.10503387451172
FD001,W30_step1,h10_10_10,windows,weights,val,rmse,30,20,10,0.3333333333333333,42.9247672624005
FD001,W30_step1,h10_10_10,windows,weights,val,r2,30,20,10,0.3333333333333333,0.6260307431221008
FD001,W30_step1,h10_10_10,windows,weights,train,mae,30,21,9,0.3,20.711589813232422
FD001,W30_step1,h10_10_10,windows,weights,train,rmse,30,21,9,0.3,31.168595143865364
FD001,W30_step1,h10_10_10,windows,weights,train,r2,30,21,9,0.3,0.7369273900985718
FD001,W30_step1,h10_10_10,windows,weights,val,mae,30,21,9,0.3,28.718692779541016
FD001,W30_step1,h10_10_10,windows,weights,val,rmse,30,21,9,0.3,43.51808229148115
FD001,W30_step1,h10_10_10,windows,weights,val,r2,30,21,9,0.3,0.6156210899353027
FD001,W30_step1,h10_10_10,windows,weights,train,mae,30,22,8,0.26666666666666666,21.004472732543945
FD001,W30_step1,h10_10_10,windows,weights,train,rmse,30,22,8,0.26666666666666666,31.773749652695816
FD001,W30_step1,h10_10_10,windows,weights,train,r2,30,22,8,0.26666666666666666,0.7266128063201904
FD001,W30_step1,h10_10_10,windows,weights,val,mae,30,22,8,0.26666666666666666,29.481809616088867
FD001,W30_step1,h10_10_10,windows,weights,val,rmse,30,22,8,0.26666666666666666,44.499478797860654
FD001,W30_step1,h10_10_10,windows,weights,val,r2,30,22,8,0.26666666666666666,0.5980890393257141
FD001,W30_step1,h10_10_10,windows,weights,train,mae,30,23,7,0.23333333333333334,23.073884963989258
FD001,W30_step1,h10_10_10,windows,weights,train,rmse,30,23,7,0.23333333333333334,33.907657660871756
FD001,W30_step1,h10_10_10,windows,weights,train,r2,30,23,7,0.23333333333333334,0.6886586546897888
FD001,W30_step1,h10_10_10,windows,weights,val,mae,30,23,7,0.23333333333333334,32.18266677856445
FD001,W30_step1,h10_10_10,windows,weights,val,rmse,30,23,7,0.23333333333333334,46.48079555546301
FD001,W30_step1,h10_10_10,windows,weights,val,r2,30,23,7,0.23333333333333334,0.5615025758743286
FD001,W30_step1,h10_10_10,windows,weights,train,mae,30,24,6,0.2,23.879070281982422
FD001,W30_step1,h10_10_10,windows,weights,train,rmse,30,24,6,0.2,34.5929489801119
FD001,W30_step1,h10_10_10,windows,weights,train,r2,30,24,6,0.2,0.6759467124938965
FD001,W30_step1,h10_10_10,windows,weights,val,mae,30,24,6,0.2,32.73847198486328
FD001,W30_step1,h10_10_10,windows,weights,val,rmse,30,24,6,0.2,46.966338095092105
FD001,W30_step1,h10_10_10,windows,weights,val,r2,30,24,6,0.2,0.5522934794425964
FD001,W30_step1,h10_10_10,windows,weights,train,mae,30,25,5,0.16666666666666666,23.120521545410156
FD001,W30_step1,h10_10_10,windows,weights,train,rmse,30,25,5,0.16666666666666666,33.989180694698646
FD001,W30_step1,h10_10_10,windows,weights,train,r2,30,25,5,0.16666666666666666,0.6871597766876221
FD001,W30_step1,h10_10_10,windows,weights,val,mae,30,25,5,0.16666666666666666,32.35699462890625
FD001,W30_step1,h10_10_10,windows,weights,val,rmse,30,25,5,0.16666666666666666,46.635678129618476
FD001,W30_step1,h10_10_10,windows,weights,val,r2,30,25,5,0.16666666666666666,0.5585753917694092
FD001,W30_step1,h10_10_10,windows,weights,train,mae,30,26,4,0.13333333333333333,23.339649200439453
FD001,W30_step1,h10_10_10,windows,weights,train,rmse,30,26,4,0.13333333333333333,34.037876349255214
FD001,W30_step1,h10_10_10,windows,weights,train,r2,30,26,4,0.13333333333333333,0.6862627267837524
FD001,W30_step1,h10_10_10,windows,weights,val,mae,30,26,4,0.13333333333333333,32.27104949951172
FD001,W30_step1,h10_10_10,windows,weights,val,rmse,30,26,4,0.13333333333333333,46.098760320913186
FD001,W30_step1,h10_10_10,windows,weights,val,r2,30,26,4,0.13333333333333333,0.5686811208724976
FD001,W30_step1,h10_10_10,windows,weights,train,mae,30,27,3,0.1,24.08233070373535
FD001,W30_step1,h10_10_10,windows,weights,train,rmse,30,27,3,0.1,34.726559863610696
FD001,W30_step1,h10_10_10,windows,weights,train,r2,30,27,3,0.1,0.6734386682510376
FD001,W30_step1,h10_10_10,windows,weights,val,mae,30,27,3,0.1,32.87672424316406
FD001,W30_step1,h10_10_10,windows,weights,val,rmse,30,27,3,0.1,46.607711900432854
FD001,W30_step1,h10_10_10,windows,weights,val,r2,30,27,3,0.1,0.5591046214103699
FD001,W30_step1,h10_10_10,windows,weights,train,mae,30,28,2,0.06666666666666667,23.94546890258789
FD001,W30_step1,h10_10_10,windows,weights,train,rmse,30,28,2,0.06666666666666667,34.70891442028078
FD001,W30_step1,h10_10_10,windows,weights,train,r2,30,28,2,0.06666666666666667,0.6737704277038574
FD001,W30_step1,h10_10_10,windows,weights,val,mae,30,28,2,0.06666666666666667,33.01796340942383
FD001,W30_step1,h10_10_10,windows,weights,val,rmse,30,28,2,0.06666666666666667,46.86218314360072
FD001,W30_step1,h10_10_10,windows,weights,val,r2,30,28,2,0.06666666666666667,0.5542770624160767
FD001,W30_step1,h10_10_10,windows,weights,train,mae,30,29,1,0.03333333333333333,24.3564510345459
FD001,W30_step1,h10_10_10,windows,weights,train,rmse,30,29,1,0.03333333333333333,35.26701820741566
FD001,W30_step1,h10_10_10,windows,weights,train,r2,30,29,1,0.03333333333333333,0.6631948947906494
FD001,W30_step1,h10_10_10,windows,weights,val,mae,30,29,1,0.03333333333333333,32.776832580566406
FD001,W30_step1,h10_10_10,windows,weights,val,rmse,30,29,1,0.03333333333333333,46.78387235886556
FD001,W30_step1,h10_10_10,windows,weights,val,r2,30,29,1,0.03333333333333333,0.5557654500007629
FD001,W30_step1,h10_10_10,windows,randomavg,train,mae,30,0,30,1.0,16.640029907226562
FD001,W30_step1,h10_10_10,windows,randomavg,train,rmse,30,0,30,1.0,25.694156870106188
FD001,W30_step1,h10_10_10,windows,randomavg,train,r2,30,0,30,1.0,0.8212236762046814
FD001,W30_step1,h10_10_10,windows,randomavg,val,mae,30,0,30,1.0,26.737966537475586
FD001,W30_step1,h10_10_10,windows,randomavg,val,rmse,30,0,30,1.0,41.80926072327233
FD001,W30_step1,h10_10_10,windows,randomavg,val,r2,30,0,30,1.0,0.6452152132987976
FD001,W30_step1,h10_10_10,windows,randomavg,train,mae,30,1,29,0.9666666666666667,17.131698608398438
FD001,W30_step1,h10_10_10,windows,randomavg,train,rmse,30,1,29,0.9666666666666667,26.02936597511369
FD001,W30_step1,h10_10_10,windows,randomavg,train,r2,30,1,29,0.9666666666666667,0.8165285587310791
FD001,W30_step1,h10_10_10,windows,randomavg,val,mae,30,1,29,0.9666666666666667,26.664621353149414
FD001,W30_step1,h10_10_10,windows,randomavg,val,rmse,30,1,29,0.9666666666666667,42.13929827351632
FD001,W30_step1,h10_10_10,windows,randomavg,val,r2,30,1,29,0.9666666666666667,0.6395918130874634
FD001,W30_step1,h10_10_10,windows,randomavg,train,mae,30,2,28,0.9333333333333333,18.441234588623047
FD001,W30_step1,h10_10_10,windows,randomavg,train,rmse,30,2,28,0.9333333333333333,27.428587141486616
FD001,W30_step1,h10_10_10,windows,randomavg,train,r2,30,2,28,0.9333333333333333,0.7962732315063477
FD001,W30_step1,h10_10_10,windows,randomavg,val,mae,30,2,28,0.9333333333333333,27.231979370117188
FD001,W30_step1,h10_10_10,windows,randomavg,val,rmse,30,2,28,0.9333333333333333,41.24980616668474
FD001,W30_step1,h10_10_10,windows,randomavg,val,r2,30,2,28,0.9333333333333333,0.6546465158462524
FD001,W30_step1,h10_10_10,windows,randomavg,train,mae,30,3,27,0.9,17.286434173583984
FD001,W30_step1,h10_10_10,windows,randomavg,train,rmse,30,3,27,0.9,26.42346193859375
FD001,W30_step1,h10_10_10,windows,randomavg,train,r2,30,3,27,0.9,0.8109308481216431
FD001,W30_step1,h10_10_10,windows,randomavg,val,mae,30,3,27,0.9,27.3402156829834
FD001,W30_step1,h10_10_10,windows,randomavg,val,rmse,30,3,27,0.9,42.58077400016497
FD001,W30_step1,h10_10_10,windows,randomavg,val,r2,30,3,27,0.9,0.6320005655288696
FD001,W30_step1,h10_10_10,windows,randomavg,train,mae,30,4,26,0.8666666666666667,17.95944595336914
FD001,W30_step1,h10_10_10,windows,randomavg,train,rmse,30,4,26,0.8666666666666667,27.76724174914514
FD001,W30_step1,h10_10_10,windows,randomavg,train,r2,30,4,26,0.8666666666666667,0.7912114262580872
FD001,W30_step1,h10_10_10,windows,randomavg,val,mae,30,4,26,0.8666666666666667,27.092811584472656
FD001,W30_step1,h10_10_10,windows,randomavg,val,rmse,30,4,26,0.8666666666666667,42.114653542071906
FD001,W30_step1,h10_10_10,windows,randomavg,val,r2,30,4,26,0.8666666666666667,0.6400132775306702
FD001,W30_step1,h10_10_10,windows,randomavg,train,mae,30,5,25,0.8333333333333334,18.110612869262695
FD001,W30_step1,h10_10_10,windows,randomavg,train,rmse,30,5,25,0.8333333333333334,27.45373194050196
FD001,W30_step1,h10_10_10,windows,randomavg,train,r2,30,5,25,0.8333333333333334,0.795899510383606
FD001,W30_step1,h10_10_10,windows,randomavg,val,mae,30,5,25,0.8333333333333334,27.49427604675293
FD001,W30_step1,h10_10_10,windows,randomavg,val,rmse,30,5,25,0.8333333333333334,43.057513431346976
FD001,W30_step1,h10_10_10,windows,randomavg,val,r2,30,5,25,0.8333333333333334,0.6237141489982605
FD001,W30_step1,h10_10_10,windows,randomavg,train,mae,30,6,24,0.8,17.921552658081055
FD001,W30_step1,h10_10_10,windows,randomavg,train,rmse,30,6,24,0.8,27.237445143932828
FD001,W30_step1,h10_10_10,windows,randomavg,train,r2,30,6,24,0.8,0.799102783203125
FD001,W30_step1,h10_10_10,windows,randomavg,val,mae,30,6,24,0.8,26.6036376953125
FD001,W30_step1,h10_10_10,windows,randomavg,val,rmse,30,6,24,0.8,42.06970243870582
FD001,W30_step1,h10_10_10,windows,randomavg,val,r2,30,6,24,0.8,0.6407813429832458
FD001,W30_step1,h10_10_10,windows,randomavg,train,mae,30,7,23,0.7666666666666667,17.39023208618164
FD001,W30_step1,h10_10_10,windows,randomavg,train,rmse,30,7,23,0.7666666666666667,26.100383934032585
FD001,W30_step1,h10_10_10,windows,randomavg,train,r2,30,7,23,0.7666666666666667,0.8155260682106018
FD001,W30_step1,h10_10_10,windows,randomavg,val,mae,30,7,23,0.7666666666666667,26.62447166442871
FD001,W30_step1,h10_10_10,windows,randomavg,val,rmse,30,7,23,0.7666666666666667,41.39249624167631
FD001,W30_step1,h10_10_10,windows,randomavg,val,r2,30,7,23,0.7666666666666667,0.6522531509399414
FD001,W30_step1,h10_10_10,windows,randomavg,train,mae,30,8,22,0.7333333333333333,17.703886032104492
FD001,W30_step1,h10_10_10,windows,randomavg,train,rmse,30,8,22,0.7333333333333333,26.88216769424308
FD001,W30_step1,h10_10_10,windows,randomavg,train,r2,30,8,22,0.7333333333333333,0.8043094873428345
FD001,W30_step1,h10_10_10,windows,randomavg,val,mae,30,8,22,0.7333333333333333,26.72283363342285
FD001,W30_step1,h10_10_10,windows,randomavg,val,rmse,30,8,22,0.7333333333333333,42.026286300771034
FD001,W30_step1,h10_10_10,windows,randomavg,val,r2,30,8,22,0.7333333333333333,0.6415224075317383
FD001,W30_step1,h10_10_10,windows,randomavg,train,mae,30,9,21,0.7,18.33053207397461
FD001,W30_step1,h10_10_10,windows,randomavg,train,rmse,30,9,21,0.7,27.54881254707553
FD001,W30_step1,h10_10_10,windows,randomavg,train,r2,30,9,21,0.7,0.7944833636283875
FD001,W30_step1,h10_10_10,windows,randomavg,val,mae,30,9,21,0.7,27.28766441345215
FD001,W30_step1,h10_10_10,windows,randomavg,val,rmse,30,9,21,0.7,42.31947384137636
FD001,W30_step1,h10_10_10,windows,randomavg,val,r2,30,9,21,0.7,0.6365032196044922
FD001,W30_step1,h10_10_10,windows,randomavg,train,mae,30,10,20,0.6666666666666666,18.620481491088867
FD001,W30_step1,h10_10_10,windows,randomavg,train,rmse,30,10,20,0.6666666666666666,28.510521803636372
FD001,W30_step1,h10_10_10,windows,randomavg,train,r2,30,10,20,0.6666666666666666,0.7798840403556824
FD001,W30_step1,h10_10_10,windows,randomavg,val,mae,30,10,20,0.6666666666666666,27.427978515625
FD001,W30_step1,h10_10_10,windows,randomavg,val,rmse,30,10,20,0.6666666666666666,42.94240243346677
FD001,W30_step1,h10_10_10,windows,randomavg,val,r2,30,10,20,0.6666666666666666,0.6257233619689941
FD001,W30_step1,h10_10_10,windows,randomavg,train,mae,30,11,19,0.6333333333333333,19.130329132080078
FD001,W30_step1,h10_10_10,windows,randomavg,train,rmse,30,11,19,0.6333333333333333,29.318883400090886
FD001,W30_step1,h10_10_10,windows,randomavg,train,r2,30,11,19,0.6333333333333333,0.7672251462936401
FD001,W30_step1,h10_10_10,windows,randomavg,val,mae,30,11,19,0.6333333333333333,27.37926483154297
FD001,W30_step1,h10_10_10,windows,randomavg,val,rmse,30,11,19,0.6333333333333333,42.706123545473545
FD001,W30_step1,h10_10_10,windows,randomavg,val,r2,30,11,19,0.6333333333333333,0.6298307776451111
FD001,W30_step1,h10_10_10,windows,randomavg,train,mae,30,12,18,0.6,19.11551856994629
FD001,W30_step1,h10_10_10,windows,randomavg,train,rmse,30,12,18,0.6,29.131808946244117
FD001,W30_step1,h10_10_10,windows,randomavg,train,r2,30,12,18,0.6,0.770186185836792
FD001,W30_step1,h10_10_10,windows,randomavg,val,mae,30,12,18,0.6,27.891279220581055
FD001,W30_step1,h10_10_10,windows,randomavg,val,rmse,30,12,18,0.6,43.06011167859923
FD001,W30_step1,h10_10_10,windows,randomavg,val,r2,30,12,18,0.6,0.6236687302589417
FD001,W30_step1,h10_10_10,windows,randomavg,train,mae,30,13,17,0.5666666666666667,19.3177433013916
FD001,W30_step1,h10_10_10,windows,randomavg,train,rmse,30,13,17,0.5666666666666667,28.932942701008546
FD001,W30_step1,h10_10_10,windows,randomavg,train,r2,30,13,17,0.5666666666666667,0.7733131051063538
FD001,W30_step1,h10_10_10,windows,randomavg,val,mae,30,13,17,0.5666666666666667,27.836854934692383
FD001,W30_step1,h10_10_10,windows,randomavg,val,rmse,30,13,17,0.5666666666666667,42.96521008145719
FD001,W30_step1,h10_10_10,windows,randomavg,val,r2,30,13,17,0.5666666666666667,0.6253256797790527
FD001,W30_step1,h10_10_10,windows,randomavg,train,mae,30,14,16,0.5333333333333333,19.34817123413086
FD001,W30_step1,h10_10_10,windows,randomavg,train,rmse,30,14,16,0.5333333333333333,29.256063240431462
FD001,W30_step1,h10_10_10,windows,randomavg,train,r2,30,14,16,0.5333333333333333,0.7682215571403503
FD001,W30_step1,h10_10_10,windows,randomavg,val,mae,30,14,16,0.5333333333333333,27.2597713470459
FD001,W30_step1,h10_10_10,windows,randomavg,val,rmse,30,14,16,0.5333333333333333,42.05275646342193
FD001,W30_step1,h10_10_10,windows,randomavg,val,r2,30,14,16,0.5333333333333333,0.6410706639289856
FD001,W30_step1,h10_10_10,windows,randomavg,train,mae,30,15,15,0.5,19.863794326782227
FD001,W30_step1,h10_10_10,windows,randomavg,train,rmse,30,15,15,0.5,29.657489971772414
FD001,W30_step1,h10_10_10,windows,randomavg,train,r2,30,15,15,0.5,0.7618173956871033
FD001,W30_step1,h10_10_10,windows,randomavg,val,mae,30,15,15,0.5,28.09764862060547
FD001,W30_step1,h10_10_10,windows,randomavg,val,rmse,30,15,15,0.5,43.20949461408554
FD001,W30_step1,h10_10_10,windows,randomavg,val,r2,30,15,15,0.5,0.6210530996322632
FD001,W30_step1,h10_10_10,windows,randomavg,train,mae,30,16,14,0.4666666666666667,20.27433967590332
FD001,W30_step1,h10_10_10,windows,randomavg,train,rmse,30,16,14,0.4666666666666667,30.170237405391035
FD001,W30_step1,h10_10_10,windows,randomavg,train,r2,30,16,14,0.4666666666666667,0.7535103559494019
FD001,W30_step1,h10_10_10,windows,randomavg,val,mae,30,16,14,0.4666666666666667,28.470413208007812
FD001,W30_step1,h10_10_10,windows,randomavg,val,rmse,30,16,14,0.4666666666666667,43.36700383337976
FD001,W30_step1,h10_10_10,windows,randomavg,val,r2,30,16,14,0.4666666666666667,0.6182852983474731
FD001,W30_step1,h10_10_10,windows,randomavg,train,mae,30,17,13,0.43333333333333335,20.83729362487793
FD001,W30_step1,h10_10_10,windows,randomavg,train,rmse,30,17,13,0.43333333333333335,30.948032258668622
FD001,W30_step1,h10_10_10,windows,randomavg,train,r2,30,17,13,0.43333333333333335,0.7406374216079712
FD001,W30_step1,h10_10_10,windows,randomavg,val,mae,30,17,13,0.43333333333333335,28.94506072998047
FD001,W30_step1,h10_10_10,windows,randomavg,val,rmse,30,17,13,0.43333333333333335,43.95888054433299
FD001,W30_step1,h10_10_10,windows,randomavg,val,r2,30,17,13,0.43333333333333335,0.6077948808670044
FD001,W30_step1,h10_10_10,windows,randomavg,train,mae,30,18,12,0.4,21.90241813659668
