iter_idx,n0_value,n_features,is_final_mlp,is_baseline,train_mse,val_mse,train_rmse,val_rmse,train_mae,val_mae,train_r2,val_r2,mlp_train_time_s
1,49,50,False,True,172.44189453125,168.739501953125,13.131713312864015,12.989976980469404,10.556182861328125,10.55332088470459,-0.1758439540863037,-0.23683130741119385,0.0
2,48,49,False,False,172.54159545898438,194.44891357421875,13.135508953176666,13.944494023600095,10.482159614562988,11.233938217163086,-0.17652380466461182,-0.4252767562866211,5.059693869960029
3,47,48,False,False,171.26185607910156,174.12152099609375,13.086705317959199,13.195511395777496,10.476527214050293,10.826645851135254,-0.16779744625091553,-0.2762805223464966,4.7649424959672615
4,46,47,False,False,176.33412170410156,182.81149291992188,13.279085876072251,13.520780041104207,10.682528495788574,11.285074234008789,-0.20238423347473145,-0.33997654914855957,4.873446410987526
5,45,46,False,False,176.5980224609375,182.84063720703125,13.289018867506265,13.521857757239989,10.59328556060791,11.08102798461914,-0.20418357849121094,-0.34019017219543457,4.975726825010497
6,44,45,False,False,201.48179626464844,186.88954162597656,14.19442835286608,13.670754976444298,11.29639720916748,11.478630065917969,-0.3738607168197632,-0.3698679208755493,4.804735234007239
7,43,44,False,False,173.76092529296875,168.9092559814453,13.181840739933431,12.996509376807502,10.630101203918457,10.722428321838379,-0.18483805656433105,-0.2380756139755249,4.842898545030039
8,42,43,False,False,177.83590698242188,173.63536071777344,13.335513000346927,13.177077093110347,10.776754379272461,10.843683242797852,-0.21262454986572266,-0.2727169990539551,4.8511402099975385
9,41,42,False,False,173.6913604736328,199.6419219970703,13.179201814739496,14.129469982878703,10.471016883850098,11.53434944152832,-0.18436384201049805,-0.4633406400680542,4.9170457100262865
10,40,41,False,False,182.10699462890625,188.12155151367188,13.494702465371597,13.71574101219733,10.74141788482666,11.460086822509766,-0.24174821376800537,-0.37889838218688965,5.082324269053061
11,39,40,False,False,192.2954559326172,173.4509735107422,13.867063709834797,13.170078720749629,10.92500114440918,10.75501537322998,-0.31122100353240967,-0.27136552333831787,4.755374308966566
12,38,39,False,False,193.01397705078125,182.68101501464844,13.892947025407578,13.515954091911102,11.023784637451172,10.640570640563965,-0.3161205053329468,-0.33902013301849365,4.79069068696117
13,37,38,False,False,180.52940368652344,196.83596801757812,13.436123089884353,14.0298242333102,10.642342567443848,11.5042142868042,-0.23099088668823242,-0.4427734613418579,4.840007274993695
14,36,37,False,False,178.4329376220703,185.0701446533203,13.357879233698377,13.604048833098194,10.567785263061523,11.209890365600586,-0.21669554710388184,-0.3565319776535034,4.697753961023409
15,35,36,False,False,184.62718200683594,174.7968292236328,13.587758535050435,13.221075191663983,10.894458770751953,11.012937545776367,-0.2589327096939087,-0.2812303304672241,4.862283640017267
16,34,35,False,False,173.9996337890625,165.0020751953125,13.190892077075853,12.845313355279135,10.564502716064453,10.567687034606934,-0.18646574020385742,-0.20943665504455566,5.132086871017236
