dataset,window_tag,hidden,mode,bin,draw_source,draw,repeat,run_status,out_dir,iter_file,iter_idx,n0_value,selected_groups_json,selected_count,selected_key
FD001,W30_step1,10 10,windows,low,train,3,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_006.json,6,24,"[""1"", ""10"", ""11"", ""12"", ""13"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""23"", ""24"", ""25"", ""26"", ""27"", ""3"", ""30"", ""4"", ""5"", ""6"", ""8"", ""9""]",24,selected_windows
FD001,W30_step1,10 10,windows,low,train,3,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_007.json,7,23,"[""1"", ""10"", ""11"", ""12"", ""13"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""23"", ""24"", ""25"", ""26"", ""27"", ""3"", ""30"", ""4"", ""5"", ""6"", ""9""]",23,selected_windows
FD001,W30_step1,10 10,windows,low,train,3,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_008.json,8,22,"[""10"", ""11"", ""12"", ""13"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""23"", ""24"", ""25"", ""26"", ""27"", ""3"", ""30"", ""4"", ""5"", ""6"", ""9""]",22,selected_windows
FD001,W30_step1,10 10,windows,low,train,3,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_009.json,9,21,"[""10"", ""11"", ""12"", ""13"", ""15"", ""16"", ""18"", ""19"", ""20"", ""21"", ""23"", ""24"", ""25"", ""26"", ""27"", ""3"", ""30"", ""4"", ""5"", ""6"", ""9""]",21,selected_windows
FD001,W30_step1,10 10,windows,low,train,3,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_010.json,10,20,"[""10"", ""11"", ""12"", ""13"", ""15"", ""16"", ""18"", ""19"", ""20"", ""21"", ""23"", ""24"", ""25"", ""26"", ""27"", ""3"", ""30"", ""5"", ""6"", ""9""]",20,selected_windows
FD001,W30_step1,10 10,windows,low,train,3,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_011.json,11,19,"[""10"", ""11"", ""12"", ""13"", ""15"", ""16"", ""19"", ""20"", ""21"", ""23"", ""24"", ""25"", ""26"", ""27"", ""3"", ""30"", ""5"", ""6"", ""9""]",19,selected_windows
FD001,W30_step1,10 10,windows,low,train,3,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_012.json,12,18,"[""10"", ""11"", ""12"", ""13"", ""15"", ""16"", ""20"", ""21"", ""23"", ""24"", ""25"", ""26"", ""27"", ""3"", ""30"", ""5"", ""6"", ""9""]",18,selected_windows
FD001,W30_step1,10 10,windows,low,train,3,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_013.json,13,17,"[""10"", ""11"", ""12"", ""13"", ""15"", ""16"", ""20"", ""21"", ""23"", ""24"", ""25"", ""26"", ""27"", ""3"", ""30"", ""5"", ""9""]",17,selected_windows
FD001,W30_step1,10 10,windows,low,train,3,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_014.json,14,16,"[""11"", ""12"", ""13"", ""15"", ""16"", ""20"", ""21"", ""23"", ""24"", ""25"", ""26"", ""27"", ""3"", ""30"", ""5"", ""9""]",16,selected_windows
FD001,W30_step1,10 10,windows,low,train,3,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_015.json,15,15,"[""11"", ""12"", ""13"", ""15"", ""16"", ""20"", ""21"", ""23"", ""24"", ""25"", ""26"", ""27"", ""3"", ""30"", ""5""]",15,selected_windows
FD001,W30_step1,10 10,windows,low,train,3,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_016.json,16,14,"[""11"", ""12"", ""13"", ""15"", ""20"", ""21"", ""23"", ""24"", ""25"", ""26"", ""27"", ""3"", ""30"", ""5""]",14,selected_windows
FD001,W30_step1,10 10,windows,low,train,3,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_017.json,17,13,"[""11"", ""12"", ""13"", ""15"", ""20"", ""23"", ""24"", ""25"", ""26"", ""27"", ""3"", ""30"", ""5""]",13,selected_windows
FD001,W30_step1,10 10,windows,low,train,3,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_018.json,18,12,"[""12"", ""13"", ""15"", ""20"", ""23"", ""24"", ""25"", ""26"", ""27"", ""3"", ""30"", ""5""]",12,selected_windows
FD001,W30_step1,10 10,windows,low,train,3,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_019.json,19,11,"[""12"", ""13"", ""15"", ""20"", ""23"", ""24"", ""25"", ""26"", ""27"", ""3"", ""30""]",11,selected_windows
FD001,W30_step1,10 10,windows,low,train,3,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_020.json,20,10,"[""12"", ""15"", ""20"", ""23"", ""24"", ""25"", ""26"", ""27"", ""3"", ""30""]",10,selected_windows
FD001,W30_step1,10 10,windows,low,train,3,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_021.json,21,9,"[""12"", ""20"", ""23"", ""24"", ""25"", ""26"", ""27"", ""3"", ""30""]",9,selected_windows
FD001,W30_step1,10 10,windows,low,train,3,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_022.json,22,8,"[""12"", ""20"", ""23"", ""24"", ""25"", ""26"", ""27"", ""30""]",8,selected_windows
FD001,W30_step1,10 10,windows,low,train,3,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_023.json,23,7,"[""12"", ""20"", ""23"", ""24"", ""25"", ""26"", ""30""]",7,selected_windows
FD001,W30_step1,10 10,windows,low,train,3,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_024.json,24,6,"[""12"", ""20"", ""24"", ""25"", ""26"", ""30""]",6,selected_windows
FD001,W30_step1,10 10,windows,low,train,3,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_025.json,25,5,"[""12"", ""20"", ""25"", ""26"", ""30""]",5,selected_windows
FD001,W30_step1,10 10,windows,low,train,3,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_026.json,26,4,"[""12"", ""25"", ""26"", ""30""]",4,selected_windows
FD001,W30_step1,10 10,windows,low,train,3,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_027.json,27,3,"[""12"", ""26"", ""30""]",3,selected_windows
FD001,W30_step1,10 10,windows,low,train,3,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_028.json,28,2,"[""26"", ""30""]",2,selected_windows
FD001,W30_step1,10 10,windows,low,train,3,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_003_n_100_rulmean_14.980_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_029.json,29,1,"[""30""]",1,selected_windows
FD001,W30_step1,10 10,windows,low,train,4,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_001.json,1,29,"[""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""4"", ""6"", ""7"", ""8"", ""9""]",29,selected_windows
FD001,W30_step1,10 10,windows,low,train,4,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_002.json,2,28,"[""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""4"", ""6"", ""7"", ""8"", ""9""]",28,selected_windows
FD001,W30_step1,10 10,windows,low,train,4,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_003.json,3,27,"[""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""19"", ""2"", ""20"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""4"", ""6"", ""7"", ""8"", ""9""]",27,selected_windows
FD001,W30_step1,10 10,windows,low,train,4,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_004.json,4,26,"[""1"", ""10"", ""11"", ""12"", ""14"", ""15"", ""17"", ""18"", ""19"", ""2"", ""20"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""4"", ""6"", ""7"", ""8"", ""9""]",26,selected_windows
FD001,W30_step1,10 10,windows,low,train,4,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_005.json,5,25,"[""1"", ""10"", ""11"", ""12"", ""14"", ""15"", ""18"", ""19"", ""2"", ""20"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""3"", ""30"", ""4"", ""6"", ""7"", ""8"", ""9""]",25,selected_windows
FD001,W30_step1,10 10,windows,low,train,4,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_006.json,6,24,"[""1"", ""10"", ""11"", ""12"", ""14"", ""15"", ""18"", ""19"", ""2"", ""20"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""29"", ""3"", ""30"", ""4"", ""6"", ""7"", ""8"", ""9""]",24,selected_windows
FD001,W30_step1,10 10,windows,low,train,4,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_007.json,7,23,"[""1"", ""10"", ""11"", ""12"", ""14"", ""18"", ""19"", ""2"", ""20"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""29"", ""3"", ""30"", ""4"", ""6"", ""7"", ""8"", ""9""]",23,selected_windows
FD001,W30_step1,10 10,windows,low,train,4,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_008.json,8,22,"[""1"", ""10"", ""11"", ""12"", ""14"", ""18"", ""19"", ""2"", ""20"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""29"", ""3"", ""30"", ""4"", ""6"", ""8"", ""9""]",22,selected_windows
FD001,W30_step1,10 10,windows,low,train,4,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_009.json,9,21,"[""1"", ""11"", ""12"", ""14"", ""18"", ""19"", ""2"", ""20"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""29"", ""3"", ""30"", ""4"", ""6"", ""8"", ""9""]",21,selected_windows
FD001,W30_step1,10 10,windows,low,train,4,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_010.json,10,20,"[""1"", ""11"", ""12"", ""14"", ""18"", ""19"", ""2"", ""20"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""29"", ""3"", ""30"", ""4"", ""6"", ""8""]",20,selected_windows
FD001,W30_step1,10 10,windows,low,train,4,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_011.json,11,19,"[""1"", ""11"", ""12"", ""14"", ""18"", ""19"", ""2"", ""20"", ""22"", ""23"", ""24"", ""25"", ""27"", ""29"", ""3"", ""30"", ""4"", ""6"", ""8""]",19,selected_windows
FD001,W30_step1,10 10,windows,low,train,4,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_012.json,12,18,"[""11"", ""12"", ""14"", ""18"", ""19"", ""2"", ""20"", ""22"", ""23"", ""24"", ""25"", ""27"", ""29"", ""3"", ""30"", ""4"", ""6"", ""8""]",18,selected_windows
FD001,W30_step1,10 10,windows,low,train,4,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_013.json,13,17,"[""11"", ""12"", ""14"", ""18"", ""19"", ""2"", ""20"", ""23"", ""24"", ""25"", ""27"", ""29"", ""3"", ""30"", ""4"", ""6"", ""8""]",17,selected_windows
FD001,W30_step1,10 10,windows,low,train,4,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_014.json,14,16,"[""11"", ""12"", ""14"", ""18"", ""19"", ""2"", ""20"", ""23"", ""24"", ""25"", ""27"", ""29"", ""3"", ""4"", ""6"", ""8""]",16,selected_windows
FD001,W30_step1,10 10,windows,low,train,4,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_015.json,15,15,"[""11"", ""12"", ""14"", ""18"", ""19"", ""2"", ""20"", ""23"", ""24"", ""25"", ""27"", ""29"", ""3"", ""4"", ""8""]",15,selected_windows
FD001,W30_step1,10 10,windows,low,train,4,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_016.json,16,14,"[""12"", ""14"", ""18"", ""19"", ""2"", ""20"", ""23"", ""24"", ""25"", ""27"", ""29"", ""3"", ""4"", ""8""]",14,selected_windows
FD001,W30_step1,10 10,windows,low,train,4,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_017.json,17,13,"[""12"", ""14"", ""18"", ""19"", ""2"", ""20"", ""23"", ""24"", ""27"", ""29"", ""3"", ""4"", ""8""]",13,selected_windows
FD001,W30_step1,10 10,windows,low,train,4,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_018.json,18,12,"[""12"", ""14"", ""18"", ""19"", ""2"", ""20"", ""23"", ""27"", ""29"", ""3"", ""4"", ""8""]",12,selected_windows
FD001,W30_step1,10 10,windows,low,train,4,0,ok,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000,results/time_trust_stability_lowrul/FD001/W30_step1/h10_10/windows/low/draw_004_n_100_rulmean_13.360_rep_000/results/FD001/W30_step1/h10_10/windows__mlp_transfer__capped_slack0.000/iter_019.json,19,11,"[""12"", ""14"", ""18"", ""2"", ""20"", ""23"", ""27"", ""29"", ""3"", ""4"", ""8""]",11,selected_windows
