dataset,window_tag,hidden,mode,bin,draw_source,n0_value,n_runs,mean_selected_count,mean_pairwise_jaccard,min_pairwise_jaccard,max_pairwise_jaccard
FD003,W30_step1,10,windows,low,train,2,5,2.0,0.2666666666666667,0.0,1.0
FD003,W30_step1,10,windows,low,train,3,5,3.0,0.38,0.0,1.0
FD003,W30_step1,10,windows,low,train,4,5,4.0,0.34380952380952384,0.0,1.0
FD003,W30_step1,10,windows,low,train,5,5,5.0,0.33134920634920634,0.1111111111111111,0.6666666666666666
FD003,W30_step1,10,windows,low,train,6,5,6.0,0.2938528138528139,0.09090909090909091,0.7142857142857143
FD003,W30_step1,10,windows,low,train,7,5,7.0,0.3052525252525252,0.16666666666666666,0.5555555555555556
FD003,W30_step1,10,windows,low,train,8,5,8.0,0.3344255744255744,0.14285714285714285,0.6
FD003,W30_step1,10,windows,low,train,9,5,9.0,0.3884815184815185,0.2,0.6363636363636364
FD003,W30_step1,10,windows,low,train,10,5,10.0,0.3945970695970696,0.25,0.5384615384615384
FD003,W30_step1,10,windows,low,train,11,5,11.0,0.4336974789915966,0.29411764705882354,0.5714285714285714
FD003,W30_step1,10,windows,low,train,12,5,12.0,0.4356862745098039,0.3333333333333333,0.6
FD003,W30_step1,10,windows,low,train,13,5,13.0,0.4859554523563812,0.3,0.625
FD003,W30_step1,10,windows,low,train,14,5,14.0,0.496780185758514,0.3333333333333333,0.6470588235294118
FD003,W30_step1,10,windows,low,train,15,5,15.0,0.5081290181976682,0.30434782608695654,0.6666666666666666
FD003,W30_step1,10,windows,low,train,16,5,16.0,0.5470571025719767,0.391304347826087,0.7777777777777778
FD003,W30_step1,10,windows,low,train,17,5,17.0,0.5613932558669401,0.4166666666666667,0.7894736842105263
FD003,W30_step1,10,windows,low,train,18,5,18.0,0.5776950875211745,0.44,0.7142857142857143
FD003,W30_step1,10,windows,low,train,19,5,19.0,0.5951970203709335,0.46153846153846156,0.7272727272727273
FD003,W30_step1,10,windows,low,train,20,5,20.0,0.6202995394299742,0.48148148148148145,0.8181818181818182
FD003,W30_step1,10,windows,low,train,21,5,21.0,0.6728498699368266,0.5,0.8260869565217391
FD003,W30_step1,10,windows,low,train,22,5,22.0,0.7031599511599511,0.5714285714285714,0.8333333333333334
FD003,W30_step1,10,windows,low,train,23,5,23.0,0.7459967439967441,0.6428571428571429,0.84
FD003,W30_step1,10,windows,low,train,24,5,24.0,0.7610711127952507,0.6551724137931034,0.8461538461538461
FD003,W30_step1,10,windows,low,train,25,5,25.0,0.7738551359241015,0.7241379310344828,0.8518518518518519
FD003,W30_step1,10,windows,low,train,26,5,26.0,0.8251231527093597,0.7931034482758621,0.8571428571428571
FD003,W30_step1,10,windows,low,train,27,5,27.0,0.8625123152709359,0.8,0.9285714285714286
FD003,W30_step1,10,windows,low,train,28,5,28.0,0.8859770114942529,0.8666666666666667,0.9310344827586207
FD003,W30_step1,10,windows,low,train,29,5,29.0,0.9400000000000001,0.9333333333333333,1.0
FD003,W30_step1,10 10,sensors,low,train,1,5,1.0,0.1,0.0,1.0
FD003,W30_step1,10 10,sensors,low,train,2,5,2.0,0.1,0.0,0.3333333333333333
FD003,W30_step1,10 10,sensors,low,train,3,5,3.0,0.12,0.0,0.2
FD003,W30_step1,10 10,sensors,low,train,4,5,4.0,0.19047619047619047,0.0,0.3333333333333333
FD003,W30_step1,10 10,sensors,low,train,5,5,5.0,0.3492063492063492,0.1111111111111111,0.6666666666666666
FD003,W30_step1,10 10,sensors,low,train,6,5,6.0,0.37,0.2,0.5
FD003,W30_step1,10 10,sensors,low,train,7,5,7.0,0.46611111111111114,0.4,0.75
FD003,W30_step1,10 10,sensors,low,train,8,5,8.0,0.5329292929292928,0.3333333333333333,0.7777777777777778
FD003,W30_step1,10 10,sensors,low,train,9,5,9.0,0.5341958041958041,0.38461538461538464,0.8
FD003,W30_step1,10 10,sensors,low,train,10,5,10.0,0.5957375957375958,0.42857142857142855,0.8181818181818182
FD003,W30_step1,10 10,sensors,low,train,11,5,11.0,0.6475824175824176,0.4666666666666667,0.8333333333333334
FD003,W30_step1,10 10,sensors,low,train,12,5,12.0,0.7292307692307691,0.6,0.8461538461538461
FD003,W30_step1,10 10,sensors,low,train,13,5,13.0,0.8342857142857142,0.7333333333333333,1.0
FD003,W30_step1,10 10,sensors,low,train,14,5,14.0,0.8933333333333333,0.8666666666666667,1.0
FD003,W30_step1,10 10,sensors,low,train,15,5,15.0,0.9,0.875,1.0
FD003,W30_step1,10 10,windows,low,train,1,5,1.0,0.1,0.0,1.0
FD003,W30_step1,10 10,windows,low,train,2,5,2.0,0.13333333333333333,0.0,0.3333333333333333
FD003,W30_step1,10 10,windows,low,train,3,5,3.0,0.15,0.0,0.5
FD003,W30_step1,10 10,windows,low,train,4,5,4.0,0.15047619047619049,0.0,0.6
FD003,W30_step1,10 10,windows,low,train,5,5,5.0,0.1595238095238095,0.0,0.42857142857142855
FD003,W30_step1,10 10,windows,low,train,6,5,6.0,0.18727272727272726,0.0,0.3333333333333333
FD003,W30_step1,10 10,windows,low,train,7,5,7.0,0.21738927738927738,0.0,0.4
FD003,W30_step1,10 10,windows,low,train,8,5,8.0,0.2378021978021978,0.06666666666666667,0.3333333333333333
FD003,W30_step1,10 10,windows,low,train,9,5,9.0,0.26005817711700063,0.058823529411764705,0.5
FD003,W30_step1,10 10,windows,low,train,10,5,10.0,0.2803221288515406,0.17647058823529413,0.42857142857142855
FD003,W30_step1,10 10,windows,low,train,11,5,11.0,0.3348142414860681,0.15789473684210525,0.4666666666666667
FD003,W30_step1,10 10,windows,low,train,12,5,12.0,0.4006707946336429,0.2631578947368421,0.5
FD003,W30_step1,10 10,windows,low,train,13,5,13.0,0.4583410732714138,0.3,0.625
FD003,W30_step1,10 10,windows,low,train,14,5,14.0,0.47029239766081876,0.3333333333333333,0.5555555555555556
FD003,W30_step1,10 10,windows,low,train,15,5,15.0,0.4816017316017316,0.36363636363636365,0.6666666666666666
FD003,W30_step1,10 10,windows,low,train,16,5,16.0,0.4863356018504759,0.391304347826087,0.6842105263157895
FD003,W30_step1,10 10,windows,low,train,17,5,17.0,0.46995445134575575,0.36,0.6190476190476191
FD003,W30_step1,10 10,windows,low,train,18,5,18.0,0.509201581027668,0.44,0.6363636363636364
FD003,W30_step1,10 10,windows,low,train,19,5,19.0,0.5224994425863991,0.46153846153846156,0.6521739130434783
FD003,W30_step1,10 10,windows,low,train,20,5,20.0,0.5594401090053263,0.48148148148148145,0.7391304347826086
FD003,W30_step1,10 10,windows,low,train,21,5,21.0,0.5942820512820512,0.5,0.75
FD003,W30_step1,10 10,windows,low,train,22,5,22.0,0.6634310134310135,0.5714285714285714,0.8333333333333334
FD003,W30_step1,10 10,windows,low,train,23,5,23.0,0.6933581743926571,0.5862068965517241,0.7692307692307693
FD003,W30_step1,10 10,windows,low,train,24,5,24.0,0.7100821018062397,0.6,0.7777777777777778
FD003,W30_step1,10 10,windows,low,train,25,5,25.0,0.7566593687283343,0.6666666666666666,0.8518518518518519
FD003,W30_step1,10 10,windows,low,train,26,5,26.0,0.7884072249589491,0.7333333333333333,0.8571428571428571
FD003,W30_step1,10 10,windows,low,train,27,5,27.0,0.8186206896551724,0.8,0.8620689655172413
FD003,W30_step1,10 10,windows,low,train,28,5,28.0,0.8731034482758622,0.8666666666666667,0.9310344827586207
FD003,W30_step1,10 10,windows,low,train,29,5,29.0,0.9333333333333333,0.9333333333333333,0.9333333333333333
FD003,W30_step1,10 10 10,sensors,low,train,1,5,1.0,0.3,0.0,1.0
FD003,W30_step1,10 10 10,sensors,low,train,2,5,2.0,0.4,0.0,1.0
FD003,W30_step1,10 10 10,sensors,low,train,3,5,3.0,0.45999999999999996,0.2,1.0
FD003,W30_step1,10 10 10,sensors,low,train,4,5,4.0,0.48761904761904756,0.14285714285714285,1.0
FD003,W30_step1,10 10 10,sensors,low,train,5,5,5.0,0.38690476190476186,0.25,0.6666666666666666
FD003,W30_step1,10 10 10,sensors,low,train,6,5,6.0,0.43809523809523804,0.3333333333333333,0.7142857142857143
FD003,W30_step1,10 10 10,sensors,low,train,7,5,7.0,0.47777777777777775,0.4,0.5555555555555556
FD003,W30_step1,10 10 10,sensors,low,train,8,5,8.0,0.5175757575757575,0.3333333333333333,0.6
FD003,W30_step1,10 10 10,sensors,low,train,9,5,9.0,0.6145454545454546,0.5,0.8
FD003,W30_step1,10 10 10,sensors,low,train,10,5,10.0,0.6864801864801865,0.5384615384615384,0.8181818181818182
FD003,W30_step1,10 10 10,sensors,low,train,11,5,11.0,0.6983516483516483,0.5714285714285714,0.8333333333333334
FD003,W30_step1,10 10 10,sensors,low,train,12,5,12.0,0.7802197802197803,0.7142857142857143,0.8461538461538461
FD003,W30_step1,10 10 10,sensors,low,train,13,5,13.0,0.8628571428571428,0.7333333333333333,1.0
FD003,W30_step1,10 10 10,sensors,low,train,14,5,14.0,0.8933333333333333,0.8666666666666667,1.0
FD003,W30_step1,10 10 10,sensors,low,train,15,5,15.0,0.95,0.875,1.0
FD003,W30_step1,10 10 10,windows,low,train,1,5,1.0,0.4,0.0,1.0
FD003,W30_step1,10 10 10,windows,low,train,2,5,2.0,0.13333333333333333,0.0,0.3333333333333333
FD003,W30_step1,10 10 10,windows,low,train,3,5,3.0,0.2,0.0,1.0
FD003,W30_step1,10 10 10,windows,low,train,4,5,4.0,0.17904761904761904,0.0,0.6
FD003,W30_step1,10 10 10,windows,low,train,5,5,5.0,0.1734126984126984,0.0,0.42857142857142855
FD003,W30_step1,10 10 10,windows,low,train,6,5,6.0,0.24303030303030307,0.09090909090909091,0.5
FD003,W30_step1,10 10 10,windows,low,train,7,5,7.0,0.23993006993006993,0.07692307692307693,0.4
FD003,W30_step1,10 10 10,windows,low,train,8,5,8.0,0.24542124542124544,0.14285714285714285,0.3333333333333333
FD003,W30_step1,10 10 10,windows,low,train,9,5,9.0,0.28967032967032963,0.2,0.38461538461538464
FD003,W30_step1,10 10 10,windows,low,train,10,5,10.0,0.3598631760396467,0.17647058823529413,0.5384615384615384
FD003,W30_step1,10 10 10,windows,low,train,11,5,11.0,0.35707749766573293,0.2222222222222222,0.5714285714285714
FD003,W30_step1,10 10 10,windows,low,train,12,5,12.0,0.3716511867905057,0.2,0.5
FD003,W30_step1,10 10 10,windows,low,train,13,5,13.0,0.43433780529755756,0.3,0.5294117647058824
FD003,W30_step1,10 10 10,windows,low,train,14,5,14.0,0.4830897207367796,0.2727272727272727,0.6470588235294118
FD003,W30_step1,10 10 10,windows,low,train,15,5,15.0,0.528343586238323,0.36363636363636365,0.6666666666666666
FD003,W30_step1,10 10 10,windows,low,train,16,5,16.0,0.5894888736994,0.45454545454545453,0.7777777777777778
FD003,W30_step1,10 10 10,windows,low,train,17,5,17.0,0.6178477319781669,0.4166666666666667,0.7
FD003,W30_step1,10 10 10,windows,low,train,18,5,18.0,0.664601919819311,0.5,0.8
FD003,W30_step1,10 10 10,windows,low,train,19,5,19.0,0.6716781479390175,0.52,0.8095238095238095
FD003,W30_step1,10 10 10,windows,low,train,20,5,20.0,0.7047957839262187,0.6,0.8181818181818182
FD003,W30_step1,10 10 10,windows,low,train,21,5,21.0,0.703702712746191,0.5555555555555556,0.8260869565217391
FD003,W30_step1,10 10 10,windows,low,train,22,5,22.0,0.7271566951566951,0.6296296296296297,0.76
FD003,W30_step1,10 10 10,windows,low,train,23,5,23.0,0.7591583231583232,0.6428571428571429,0.84
FD003,W30_step1,10 10 10,windows,low,train,24,5,24.0,0.7748554587175277,0.6551724137931034,0.92
FD003,W30_step1,10 10 10,windows,low,train,25,5,25.0,0.79410691479657,0.6666666666666666,0.8518518518518519
FD003,W30_step1,10 10 10,windows,low,train,26,5,26.0,0.8388323298668127,0.7333333333333333,0.9259259259259259
FD003,W30_step1,10 10 10,windows,low,train,27,5,27.0,0.8629556650246306,0.8,0.9285714285714286
FD003,W30_step1,10 10 10,windows,low,train,28,5,28.0,0.8859770114942529,0.8666666666666667,0.9310344827586207
FD003,W30_step1,10 10 10,windows,low,train,29,5,29.0,0.9400000000000001,0.9333333333333333,1.0
FD004,W30_step1,10,sensors,low,train,1,5,1.0,1.0,1.0,1.0
FD004,W30_step1,10,sensors,low,train,2,5,2.0,1.0,1.0,1.0
FD004,W30_step1,10,sensors,low,train,3,5,3.0,1.0,1.0,1.0
FD004,W30_step1,10,sensors,low,train,4,5,4.0,1.0,1.0,1.0
FD004,W30_step1,10,sensors,low,train,5,5,5.0,1.0,1.0,1.0
FD004,W30_step1,10,sensors,low,train,6,5,6.0,1.0,1.0,1.0
FD004,W30_step1,10,sensors,low,train,7,5,7.0,1.0,1.0,1.0
FD004,W30_step1,10,sensors,low,train,8,5,8.0,1.0,1.0,1.0
FD004,W30_step1,10,sensors,low,train,9,5,9.0,1.0,1.0,1.0
FD004,W30_step1,10,sensors,low,train,10,5,10.0,1.0,1.0,1.0
FD004,W30_step1,10,sensors,low,train,11,5,11.0,1.0,1.0,1.0
FD004,W30_step1,10,sensors,low,train,12,5,12.0,1.0,1.0,1.0
FD004,W30_step1,10,sensors,low,train,13,5,13.0,1.0,1.0,1.0
FD004,W30_step1,10,sensors,low,train,14,5,14.0,1.0,1.0,1.0
FD004,W30_step1,10,sensors,low,train,15,5,15.0,1.0,1.0,1.0
FD004,W30_step1,10,sensors,low,train,16,5,16.0,1.0,1.0,1.0
FD004,W30_step1,10,sensors,low,train,17,5,17.0,1.0,1.0,1.0
FD004,W30_step1,10,sensors,low,train,18,5,18.0,1.0,1.0,1.0
FD004,W30_step1,10,sensors,low,train,19,5,19.0,1.0,1.0,1.0
FD004,W30_step1,10,sensors,low,train,20,5,20.0,1.0,1.0,1.0
FD004,W30_step1,10,windows,low,train,1,5,1.0,1.0,1.0,1.0
FD004,W30_step1,10,windows,low,train,2,5,2.0,1.0,1.0,1.0
FD004,W30_step1,10,windows,low,train,3,5,3.0,1.0,1.0,1.0
FD004,W30_step1,10,windows,low,train,4,5,4.0,1.0,1.0,1.0
FD004,W30_step1,10,windows,low,train,5,5,5.0,1.0,1.0,1.0
FD004,W30_step1,10,windows,low,train,6,5,6.0,1.0,1.0,1.0
FD004,W30_step1,10,windows,low,train,7,5,7.0,1.0,1.0,1.0
FD004,W30_step1,10,windows,low,train,8,5,8.0,1.0,1.0,1.0
FD004,W30_step1,10,windows,low,train,9,5,9.0,1.0,1.0,1.0
FD004,W30_step1,10,windows,low,train,10,5,10.0,1.0,1.0,1.0
FD004,W30_step1,10,windows,low,train,11,5,11.0,1.0,1.0,1.0
FD004,W30_step1,10,windows,low,train,12,5,12.0,1.0,1.0,1.0
FD004,W30_step1,10,windows,low,train,13,5,13.0,1.0,1.0,1.0
FD004,W30_step1,10,windows,low,train,14,5,14.0,1.0,1.0,1.0
FD004,W30_step1,10,windows,low,train,15,5,15.0,1.0,1.0,1.0
FD004,W30_step1,10,windows,low,train,16,5,16.0,1.0,1.0,1.0
FD004,W30_step1,10,windows,low,train,17,5,17.0,1.0,1.0,1.0
FD004,W30_step1,10,windows,low,train,18,5,18.0,1.0,1.0,1.0
FD004,W30_step1,10,windows,low,train,19,5,19.0,1.0,1.0,1.0
FD004,W30_step1,10,windows,low,train,20,5,20.0,1.0,1.0,1.0
FD004,W30_step1,10,windows,low,train,21,5,21.0,1.0,1.0,1.0
FD004,W30_step1,10,windows,low,train,22,5,22.0,1.0,1.0,1.0
FD004,W30_step1,10,windows,low,train,23,5,23.0,1.0,1.0,1.0
FD004,W30_step1,10,windows,low,train,24,5,24.0,1.0,1.0,1.0
FD004,W30_step1,10,windows,low,train,25,5,25.0,1.0,1.0,1.0
FD004,W30_step1,10,windows,low,train,26,5,26.0,1.0,1.0,1.0
FD004,W30_step1,10,windows,low,train,27,5,27.0,1.0,1.0,1.0
FD004,W30_step1,10,windows,low,train,28,5,28.0,1.0,1.0,1.0
FD004,W30_step1,10,windows,low,train,29,5,29.0,1.0,1.0,1.0
FD004,W30_step1,10 10,sensors,low,train,1,5,1.0,1.0,1.0,1.0
FD004,W30_step1,10 10,sensors,low,train,2,5,2.0,1.0,1.0,1.0
FD004,W30_step1,10 10,sensors,low,train,3,5,3.0,1.0,1.0,1.0
FD004,W30_step1,10 10,sensors,low,train,4,5,4.0,1.0,1.0,1.0
FD004,W30_step1,10 10,sensors,low,train,5,5,5.0,1.0,1.0,1.0
FD004,W30_step1,10 10,sensors,low,train,6,5,6.0,1.0,1.0,1.0
FD004,W30_step1,10 10,sensors,low,train,7,5,7.0,1.0,1.0,1.0
FD004,W30_step1,10 10,sensors,low,train,8,5,8.0,1.0,1.0,1.0
FD004,W30_step1,10 10,sensors,low,train,9,5,9.0,1.0,1.0,1.0
FD004,W30_step1,10 10,sensors,low,train,10,5,10.0,1.0,1.0,1.0
FD004,W30_step1,10 10,sensors,low,train,11,5,11.0,1.0,1.0,1.0
FD004,W30_step1,10 10,sensors,low,train,12,5,12.0,1.0,1.0,1.0
FD004,W30_step1,10 10,sensors,low,train,13,5,13.0,1.0,1.0,1.0
FD004,W30_step1,10 10,sensors,low,train,14,5,14.0,1.0,1.0,1.0
FD004,W30_step1,10 10,sensors,low,train,15,5,15.0,1.0,1.0,1.0
FD004,W30_step1,10 10,sensors,low,train,16,5,16.0,1.0,1.0,1.0
FD004,W30_step1,10 10,sensors,low,train,17,5,17.0,1.0,1.0,1.0
FD004,W30_step1,10 10,sensors,low,train,18,5,18.0,1.0,1.0,1.0
FD004,W30_step1,10 10,sensors,low,train,19,5,19.0,1.0,1.0,1.0
FD004,W30_step1,10 10,sensors,low,train,20,5,20.0,1.0,1.0,1.0
FD004,W30_step1,10 10,windows,low,train,1,5,1.0,1.0,1.0,1.0
FD004,W30_step1,10 10,windows,low,train,2,5,2.0,1.0,1.0,1.0
FD004,W30_step1,10 10,windows,low,train,3,5,3.0,1.0,1.0,1.0
FD004,W30_step1,10 10,windows,low,train,4,5,4.0,1.0,1.0,1.0
FD004,W30_step1,10 10,windows,low,train,5,5,5.0,1.0,1.0,1.0
FD004,W30_step1,10 10,windows,low,train,6,5,6.0,1.0,1.0,1.0
FD004,W30_step1,10 10,windows,low,train,7,5,7.0,1.0,1.0,1.0
FD004,W30_step1,10 10,windows,low,train,8,5,8.0,1.0,1.0,1.0
FD004,W30_step1,10 10,windows,low,train,9,5,9.0,1.0,1.0,1.0
FD004,W30_step1,10 10,windows,low,train,10,5,10.0,1.0,1.0,1.0
FD004,W30_step1,10 10,windows,low,train,11,5,11.0,1.0,1.0,1.0
FD004,W30_step1,10 10,windows,low,train,12,5,12.0,1.0,1.0,1.0
FD004,W30_step1,10 10,windows,low,train,13,5,13.0,1.0,1.0,1.0
FD004,W30_step1,10 10,windows,low,train,14,5,14.0,1.0,1.0,1.0
FD004,W30_step1,10 10,windows,low,train,15,5,15.0,1.0,1.0,1.0
FD004,W30_step1,10 10,windows,low,train,16,5,16.0,1.0,1.0,1.0
FD004,W30_step1,10 10,windows,low,train,17,5,17.0,1.0,1.0,1.0
FD004,W30_step1,10 10,windows,low,train,18,5,18.0,1.0,1.0,1.0
FD004,W30_step1,10 10,windows,low,train,19,5,19.0,1.0,1.0,1.0
FD004,W30_step1,10 10,windows,low,train,20,5,20.0,1.0,1.0,1.0
FD004,W30_step1,10 10,windows,low,train,21,5,21.0,1.0,1.0,1.0
FD004,W30_step1,10 10,windows,low,train,22,5,22.0,1.0,1.0,1.0
FD004,W30_step1,10 10,windows,low,train,23,5,23.0,1.0,1.0,1.0
FD004,W30_step1,10 10,windows,low,train,24,5,24.0,1.0,1.0,1.0
FD004,W30_step1,10 10,windows,low,train,25,5,25.0,1.0,1.0,1.0
FD004,W30_step1,10 10,windows,low,train,26,5,26.0,1.0,1.0,1.0
FD004,W30_step1,10 10,windows,low,train,27,5,27.0,1.0,1.0,1.0
FD004,W30_step1,10 10,windows,low,train,28,5,28.0,1.0,1.0,1.0
FD004,W30_step1,10 10,windows,low,train,29,5,29.0,1.0,1.0,1.0
FD004,W30_step1,10 10 10,sensors,low,train,1,5,1.0,0.3,0.0,1.0
FD004,W30_step1,10 10 10,sensors,low,train,2,5,2.0,0.4,0.0,1.0
FD004,W30_step1,10 10 10,sensors,low,train,3,5,3.0,0.3,0.0,0.5
FD004,W30_step1,10 10 10,sensors,low,train,4,5,4.0,0.32952380952380955,0.14285714285714285,0.6
FD004,W30_step1,10 10 10,sensors,low,train,5,5,5.0,0.36706349206349204,0.1111111111111111,0.6666666666666666
FD004,W30_step1,10 10 10,sensors,low,train,6,5,6.0,0.38666666666666666,0.2,0.5
FD004,W30_step1,10 10 10,sensors,low,train,7,5,7.0,0.46505050505050505,0.2727272727272727,0.5555555555555556
FD004,W30_step1,10 10 10,sensors,low,train,8,5,8.0,0.5006060606060605,0.3333333333333333,0.6
FD004,W30_step1,10 10 10,sensors,low,train,9,5,9.0,0.5845454545454546,0.5,0.8
FD004,W30_step1,10 10 10,sensors,low,train,10,5,10.0,0.6043956043956045,0.42857142857142855,0.6666666666666666
FD004,W30_step1,10 10 10,sensors,low,train,11,5,11.0,0.6158516483516483,0.375,0.8333333333333334
FD004,W30_step1,10 10 10,sensors,low,train,12,5,12.0,0.6525641025641025,0.3333333333333333,1.0
FD004,W30_step1,10 10 10,sensors,low,train,13,5,13.0,0.6785974740773503,0.3684210526315789,1.0
FD004,W30_step1,10 10 10,sensors,low,train,14,5,14.0,0.696812865497076,0.4,1.0
FD004,W30_step1,10 10 10,sensors,low,train,15,5,15.0,0.75015479876161,0.5,1.0
FD004,W30_step1,10 10 10,sensors,low,train,16,5,16.0,0.7811764705882351,0.6,1.0
FD004,W30_step1,10 10 10,sensors,low,train,17,5,17.0,0.8799999999999999,0.7,1.0
FD004,W30_step1,10 10 10,sensors,low,train,18,5,18.0,0.8607518796992482,0.7142857142857143,1.0
FD004,W30_step1,10 10 10,sensors,low,train,19,5,19.0,0.8738095238095237,0.8095238095238095,1.0
FD004,W30_step1,10 10 10,sensors,low,train,20,5,20.0,0.9238095238095239,0.9047619047619048,1.0
FD004,W30_step1,10 10 10,windows,low,train,1,5,1.0,0.2,0.0,1.0
FD004,W30_step1,10 10 10,windows,low,train,2,5,2.0,0.1,0.0,0.3333333333333333
FD004,W30_step1,10 10 10,windows,low,train,3,5,3.0,0.1,0.0,0.2
FD004,W30_step1,10 10 10,windows,low,train,4,5,4.0,0.07142857142857142,0.0,0.14285714285714285
FD004,W30_step1,10 10 10,windows,low,train,5,5,5.0,0.06666666666666668,0.0,0.1111111111111111
FD004,W30_step1,10 10 10,windows,low,train,6,5,6.0,0.10363636363636364,0.0,0.2
FD004,W30_step1,10 10 10,windows,low,train,7,5,7.0,0.13531468531468532,0.0,0.2727272727272727
FD004,W30_step1,10 10 10,windows,low,train,8,5,8.0,0.17157509157509157,0.06666666666666667,0.23076923076923078
FD004,W30_step1,10 10 10,windows,low,train,9,5,9.0,0.19659663865546217,0.058823529411764705,0.2857142857142857
FD004,W30_step1,10 10 10,windows,low,train,10,5,10.0,0.22553688141923436,0.1111111111111111,0.42857142857142855
FD004,W30_step1,10 10 10,windows,low,train,11,5,11.0,0.2404136566907465,0.1,0.375
FD004,W30_step1,10 10 10,windows,low,train,12,5,12.0,0.2595488721804511,0.14285714285714285,0.3333333333333333
FD004,W30_step1,10 10 10,windows,low,train,13,5,13.0,0.2771041239462292,0.18181818181818182,0.3684210526315789
FD004,W30_step1,10 10 10,windows,low,train,14,5,14.0,0.31689064558629776,0.21739130434782608,0.4
FD004,W30_step1,10 10 10,windows,low,train,15,5,15.0,0.34381705251270467,0.25,0.5
FD004,W30_step1,10 10 10,windows,low,train,16,5,16.0,0.36009636740071527,0.28,0.5238095238095238
FD004,W30_step1,10 10 10,windows,low,train,17,5,17.0,0.3959813519813519,0.3076923076923077,0.5454545454545454
FD004,W30_step1,10 10 10,windows,low,train,18,5,18.0,0.4201627647714604,0.3333333333333333,0.5652173913043478
FD004,W30_step1,10 10 10,windows,low,train,19,5,19.0,0.46965811965811965,0.4074074074074074,0.5833333333333334
FD004,W30_step1,10 10 10,windows,low,train,20,5,20.0,0.5061050061050061,0.42857142857142855,0.6666666666666666
FD004,W30_step1,10 10 10,windows,low,train,21,5,21.0,0.5688547008547008,0.5,0.68
FD004,W30_step1,10 10 10,windows,low,train,22,5,22.0,0.6134660996729963,0.5172413793103449,0.6923076923076923
FD004,W30_step1,10 10 10,windows,low,train,23,5,23.0,0.6506687437721921,0.5862068965517241,0.7692307692307693
FD004,W30_step1,10 10 10,windows,low,train,24,5,24.0,0.6978215654077723,0.6,0.7777777777777778
FD004,W30_step1,10 10 10,windows,low,train,25,5,25.0,0.7315727057106368,0.6666666666666666,0.8518518518518519
FD004,W30_step1,10 10 10,windows,low,train,26,5,26.0,0.7769275679620508,0.7333333333333333,0.9259259259259259
FD004,W30_step1,10 10 10,windows,low,train,27,5,27.0,0.819064039408867,0.8,0.9285714285714286
FD004,W30_step1,10 10 10,windows,low,train,28,5,28.0,0.8731034482758622,0.8666666666666667,0.9310344827586207
FD004,W30_step1,10 10 10,windows,low,train,29,5,29.0,0.9400000000000001,0.9333333333333333,1.0
