dataset,window_tag,hidden,mode,bin,draw_source,group,n_runs,mean_survival_steps,mean_survival_fraction,mean_deepest_n0_present,hidden_tag
FD004,W30_step1,10 10 10,sensors,low,train,14,5,15.0,0.75,6.0,h10_10_10
FD004,W30_step1,10 10 10,sensors,low,train,15,5,17.0,0.85,4.0,h10_10_10
FD004,W30_step1,10 10 10,sensors,low,train,16,5,14.0,0.7000000000000001,7.0,h10_10_10
FD004,W30_step1,10 10 10,sensors,low,train,17,5,15.2,0.76,5.8,h10_10_10
FD004,W30_step1,10 10 10,sensors,low,train,18,5,13.4,0.6699999999999999,7.6,h10_10_10
FD004,W30_step1,10 10 10,sensors,low,train,19,5,11.2,0.56,9.8,h10_10_10
FD004,W30_step1,10 10 10,sensors,low,train,2,5,6.8,0.34,14.2,h10_10_10
FD004,W30_step1,10 10 10,sensors,low,train,20,5,6.0,0.3,15.0,h10_10_10
FD004,W30_step1,10 10 10,sensors,low,train,21,5,3.6,0.18,17.4,h10_10_10
FD004,W30_step1,10 10 10,sensors,low,train,3,5,8.0,0.4,13.0,h10_10_10
FD004,W30_step1,10 10 10,sensors,low,train,4,5,14.0,0.7,7.0,h10_10_10
FD004,W30_step1,10 10 10,sensors,low,train,5,5,5.2,0.2599999999999999,15.8,h10_10_10
FD004,W30_step1,10 10 10,sensors,low,train,6,5,6.8,0.3399999999999999,14.2,h10_10_10
FD004,W30_step1,10 10 10,sensors,low,train,7,4,2.5,0.125,18.5,h10_10_10
FD004,W30_step1,10 10 10,sensors,low,train,8,5,14.0,0.7,7.0,h10_10_10
FD004,W30_step1,10 10 10,sensors,low,train,9,3,3.6666666666666665,0.1833333333333333,17.333333333333332,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,1,5,15.2,0.5241379310344827,14.8,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,10,5,11.0,0.3793103448275862,19.0,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,11,5,13.2,0.4551724137931034,16.8,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,12,5,13.2,0.4551724137931033,16.8,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,13,5,20.2,0.696551724137931,9.8,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,14,5,13.8,0.4758620689655172,16.2,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,15,5,16.0,0.5517241379310345,14.0,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,16,5,21.0,0.7241379310344828,9.0,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,17,5,15.4,0.5310344827586206,14.6,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,18,5,19.4,0.6689655172413793,10.6,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,19,5,14.8,0.5103448275862068,15.2,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,2,3,10.0,0.3448275862068966,20.0,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,20,5,18.6,0.6413793103448275,11.4,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,21,5,21.0,0.7241379310344828,9.0,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,22,5,13.6,0.4689655172413793,16.4,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,23,5,14.4,0.496551724137931,15.6,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,24,5,11.6,0.3999999999999999,18.4,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,25,5,15.2,0.5241379310344827,14.8,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,26,5,19.2,0.6620689655172414,10.8,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,27,5,12.8,0.4413793103448277,17.2,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,28,5,17.2,0.5931034482758621,12.8,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,29,5,16.4,0.5655172413793104,13.6,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,3,4,8.25,0.2844827586206896,21.75,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,30,5,12.2,0.4206896551724137,17.8,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,4,4,18.0,0.6206896551724138,12.0,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,5,5,6.6,0.2275862068965517,23.4,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,6,5,8.8,0.3034482758620689,21.2,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,7,5,21.6,0.7448275862068965,8.4,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,8,4,14.0,0.4827586206896551,16.0,h10_10_10
FD004,W30_step1,10 10 10,windows,low,train,9,5,14.4,0.496551724137931,15.6,h10_10_10
