dataset,window_tag,hidden_tag,group_mode,reference,comparator,n_groups,spearman,kendall,overlap_at_1,overlap_at_3,overlap_at_5,overlap_at_10,rank_mae,rank_mae_norm,rank_rmse,reference_file,comparator_file
FD001,W30_step1,h10_10_10,windows,fulltrust_agg_selection,weights,30,0.8300333704115684,0.6413793103448275,1.0,0.6666666666666666,1.0,0.9,3.7333333333333334,0.12873563218390804,5.046450898073483,mlp_baselines/FD001/W30_step1/h10_10_10/rankings/ranking_windows_fulltrust_agg_selection.json,mlp_baselines/FD001/W30_step1/h10_10_10/rankings/ranking_windows_weights.json
FD002,W30_step1,h10,sensors,fulltrust_agg_selection,randomavg,21,-0.04285714285714286,-0.05714285714285714,1.0,0.3333333333333333,0.2,0.6,6.857142857142857,0.34285714285714286,8.745066636463697,mlp_baselines/FD002/W30_step1/h10/rankings/ranking_sensors_fulltrust_agg_selection.json,mlp_baselines/FD002/W30_step1/h10/rankings/ranking_sensors_randomavg.json
FD002,W30_step1,h10,sensors,fulltrust_agg_selection,timetrust_selection,21,0.6883116883116883,0.5142857142857142,1.0,1.0,0.8,0.7,3.0476190476190474,0.15238095238095237,4.780914437337574,mlp_baselines/FD002/W30_step1/h10/rankings/ranking_sensors_fulltrust_agg_selection.json,mlp_baselines/FD002/W30_step1/h10/rankings/ranking_sensors_timetrust_selection.json
FD002,W30_step1,h10,sensors,fulltrust_agg_selection,weights,21,0.9389610389610389,0.8095238095238095,1.0,1.0,0.6,1.0,1.619047619047619,0.08095238095238096,2.1157009420498154,mlp_baselines/FD002/W30_step1/h10/rankings/ranking_sensors_fulltrust_agg_selection.json,mlp_baselines/FD002/W30_step1/h10/rankings/ranking_sensors_weights.json
FD002,W30_step1,h10,windows,fulltrust_agg_selection,randomavg,30,0.06963292547274749,0.03908045977011494,1.0,0.3333333333333333,0.2,0.4,9.266666666666667,0.3195402298850575,11.806777714516354,mlp_baselines/FD002/W30_step1/h10/rankings/ranking_windows_fulltrust_agg_selection.json,mlp_baselines/FD002/W30_step1/h10/rankings/ranking_windows_randomavg.json
FD002,W30_step1,h10,windows,fulltrust_agg_selection,timetrust_selection,30,0.29699666295884314,0.2045977011494253,0.0,0.0,0.0,0.4,8.133333333333333,0.2804597701149425,10.263202878893768,mlp_baselines/FD002/W30_step1/h10/rankings/ranking_windows_fulltrust_agg_selection.json,mlp_baselines/FD002/W30_step1/h10/rankings/ranking_windows_timetrust_selection.json
FD002,W30_step1,h10,windows,fulltrust_agg_selection,weights,30,0.28231368186874306,0.21379310344827587,0.0,0.0,0.2,0.5,7.533333333333333,0.2597701149425287,10.369828028146529,mlp_baselines/FD002/W30_step1/h10/rankings/ranking_windows_fulltrust_agg_selection.json,mlp_baselines/FD002/W30_step1/h10/rankings/ranking_windows_weights.json
FD002,W30_step1,h10_10,sensors,fulltrust_agg_selection,randomavg,21,-0.01038961038961039,-0.01904761904761905,1.0,0.3333333333333333,0.2,0.6,7.238095238095238,0.3619047619047619,8.607859088951102,mlp_baselines/FD002/W30_step1/h10_10/rankings/ranking_sensors_fulltrust_agg_selection.json,mlp_baselines/FD002/W30_step1/h10_10/rankings/ranking_sensors_randomavg.json
FD002,W30_step1,h10_10,sensors,fulltrust_agg_selection,timetrust_selection,21,0.9558441558441559,0.8476190476190476,1.0,0.3333333333333333,0.8,1.0,1.4285714285714286,0.07142857142857142,1.7994708216848747,mlp_baselines/FD002/W30_step1/h10_10/rankings/ranking_sensors_fulltrust_agg_selection.json,mlp_baselines/FD002/W30_step1/h10_10/rankings/ranking_sensors_timetrust_selection.json
FD002,W30_step1,h10_10,sensors,fulltrust_agg_selection,weights,21,0.9675324675324675,0.8761904761904762,1.0,1.0,1.0,1.0,1.0476190476190477,0.05238095238095238,1.5430334996209192,mlp_baselines/FD002/W30_step1/h10_10/rankings/ranking_sensors_fulltrust_agg_selection.json,mlp_baselines/FD002/W30_step1/h10_10/rankings/ranking_sensors_weights.json
