dataset,window_tag,hidden_tag,group_mode,method,random_trial,n_groups,n_points,retention_auc,retention_auc_20_80,retention_auc_20_80_raw,retention_at_20,retention_at_80,mae_auc,mae_auc_20_80,mae_auc_20_80_raw,mae_at_20,mae_at_80,rmse_auc,rmse_auc_20_80,rmse_auc_20_80_raw,rmse_at_20,rmse_at_80,partial_auc_lo,partial_auc_hi,mae_full,rmse_full,mae_empty,rmse_empty,mask_value,ranking_file,ablation_ranking_split
FAKE_DATASET,W10_step1,h10,sensors,random_permutation,42,5,6,0.8702113618990981,1.0343523997768629,0.6206114398661179,0.6155450139533327,0.8804542063764706,11.063875102996825,10.418187618255613,6.2509125709533695,12.065665245056152,11.023582458496094,13.921864700317384,13.147403081258137,7.8884418487548835,15.606162071228027,13.437655448913574,0.2,0.8,10.55332088470459,12.98997688293457,14.487056732177734,18.300434112548828,0.0,,
FAKE_DATASET,W10_step1,h10,sensors,random_permutation,43,5,6,0.875679526457027,0.9816563353092574,0.5889938011855546,0.9864030463382533,0.8804542063764706,11.04236478805542,10.62548001607259,6.375288009643555,10.606807708740234,11.023582458496094,13.64435977935791,13.069327831268309,7.841596698760986,13.299564361572266,13.437655448913574,0.2,0.8,10.55332088470459,12.98997688293457,14.487056732177734,18.300434112548828,0.0,,
FAKE_DATASET,W10_step1,h10,sensors,random_permutation,44,5,6,0.683559771442203,0.7379310520383793,0.4427586312230276,0.527557195815285,0.8804542063764706,11.79811315536499,11.58423089981079,6.950538539886475,12.411786079406738,11.023582458496094,14.923075294494629,14.716344356536863,8.82980661392212,16.204620361328125,13.437655448913574,0.2,0.8,10.55332088470459,12.98997688293457,14.487056732177734,18.300434112548828,0.0,,
FAKE_DATASET,W10_step1,h10,sensors,random_permutation,45,5,6,0.9461052249297608,1.055504752004188,0.633302851202513,0.9864030463382533,1.1416206909342248,10.765328693389892,10.334979852040608,6.200987911224366,10.606807708740234,9.996222496032715,13.354022216796874,12.780418872833252,7.668251323699952,13.299564361572266,12.267733573913574,0.2,0.8,10.55332088470459,12.98997688293457,14.487056732177734,18.300434112548828,0.0,,
FAKE_DATASET,W10_step1,h10,sensors,random_permutation,46,5,6,0.5578440131099022,0.56222209400117,0.33733325640070205,0.527557195815285,0.6775503712767172,12.292645740509034,12.275423526763916,7.365254116058351,12.411786079406738,11.821752548217773,15.442351722717286,15.381357034047445,9.228814220428468,16.204620361328125,14.64034366607666,0.2,0.8,10.55332088470459,12.98997688293457,14.487056732177734,18.300434112548828,0.0,,
FAKE_DATASET,W10_step1,h10,sensors,random_permutation,47,5,6,0.6458157335797117,0.7036736462826709,0.4222041877696026,0.5585650868243737,0.6775503712767172,11.946588230133058,11.718990484873453,7.031394290924073,12.289809226989746,11.821752548217773,15.0355749130249,14.774723370869951,8.864834022521972,15.776654243469238,14.64034366607666,0.2,0.8,10.55332088470459,12.98997688293457,14.487056732177734,18.300434112548828,0.0,,
FAKE_DATASET,W10_step1,h10,sensors,random_permutation,48,5,6,0.5873233529406487,0.6437050642116752,0.3862230385270052,0.33345277285971925,0.6775503712767172,12.176681804656983,11.954891045888262,7.172934627532959,13.175341606140137,11.821752548217773,15.351401138305663,15.111154397328693,9.066692638397218,16.916330337524414,14.64034366607666,0.2,0.8,10.55332088470459,12.98997688293457,14.487056732177734,18.300434112548828,0.0,,
FAKE_DATASET,W10_step1,h10,sensors,random_permutation,49,5,6,0.9209773951402984,1.0345648938463028,0.6207389363077818,0.9864030463382533,1.015981541986913,10.864174938201904,10.417351722717285,6.250411033630372,10.606807708740234,10.490453720092773,13.509197425842284,12.90973154703776,7.745838928222657,13.299564361572266,13.043609619140625,0.2,0.8,10.55332088470459,12.98997688293457,14.487056732177734,18.300434112548828,0.0,,
FAKE_DATASET,W10_step1,h10,windows,fulltrust_agg_selection,-1,10,11,0.680721284632715,0.7501735630871416,0.450104137852285,0.32664278037762123,1.0018308673273337,11.809279012680053,11.536072095235188,6.921643257141113,13.202130317687988,10.54611873626709,14.872433757781982,14.569243272145588,8.741545963287354,16.819580078125,13.059680938720703,0.2,0.8,10.55332088470459,12.98997688293457,14.487056732177734,18.300434112548828,0.0,mlp_baselines/FAKE_DATASET/W10_step1/h10/rankings/ranking_windows_fulltrust_agg_selection.json,
FAKE_DATASET,W10_step1,h10,windows,timetrust_selection,-1,10,11,0.6647260693251902,0.7303007613340474,0.4381804568004285,0.3289723360116718,0.948836082826382,11.872199964523315,11.614246447881062,6.9685478687286375,13.19296646118164,10.754586219787598,14.970704555511473,14.676726341247557,8.806035804748536,16.85822105407715,13.330942153930664,0.2,0.8,10.55332088470459,12.98997688293457,14.487056732177734,18.300434112548828,0.0,mlp_baselines/FAKE_DATASET/W10_step1/h10/rankings/ranking_windows_timetrust_selection.json,
FAKE_DATASET,W10_step1,h10,windows,weights,-1,10,11,0.6522109807916514,0.7156824098144703,0.42940944588868224,0.3010821560499231,0.972014058307015,11.921431016921996,11.671751181284588,7.003050708770753,13.302679061889648,10.663410186767578,14.969722652435301,14.69247055053711,8.815482330322267,16.89073944091797,13.205543518066406,0.2,0.8,10.55332088470459,12.98997688293457,14.487056732177734,18.300434112548828,0.0,mlp_baselines/FAKE_DATASET/W10_step1/h10/rankings/ranking_windows_weights.json,
FAKE_DATASET,W10_step1,h10,windows,group_ablation,-1,10,11,0.6718231530531871,0.7447070228421225,0.4468242137052736,0.3289723360116718,0.9470975831436079,11.844281911849976,11.557576020558676,6.9345456123352065,13.19296646118164,10.761425018310547,14.929316425323485,14.638592481613156,8.783155488967894,16.85822105407715,13.288809776306152,0.2,0.8,10.55332088470459,12.98997688293457,14.487056732177734,18.300434112548828,0.0,mlp_baselines/FAKE_DATASET/W10_step1/h10/rankings/ranking_windows_group_ablation_masking.json,train
FAKE_DATASET,W10_step1,h10,windows,random_permutation,0,10,11,0.6742204692033908,0.744329309481955,0.446597585689173,0.32618748789341406,0.9731663507337652,11.834851503372194,11.559061845143635,6.935437107086182,13.2039213180542,10.6588773727417,15.023440742492674,14.753172636032103,8.851903581619263,17.065364837646484,13.2611665725708,0.2,0.8,10.55332088470459,12.98997688293457,14.487056732177734,18.300434112548828,0.0,,
FAKE_DATASET,W10_step1,h10,windows,random_permutation,1,10,11,0.634849063753312,0.6910707963650624,0.4146424778190375,0.26424055734782187,0.9517370571959365,11.989728212356567,11.768566767374672,7.061140060424805,13.447604179382324,10.74317455291748,15.172542762756347,14.9865239461263,8.991914367675781,17.07341194152832,13.365373611450195,0.2,0.8,10.55332088470459,12.98997688293457,14.487056732177734,18.300434112548828,0.0,,
