dataset,window_tag,hidden_tag,group_mode,method,random_trial,n_groups,n_points,retention_auc,retention_auc_20_80,retention_auc_20_80_raw,retention_at_20,retention_at_80,mae_auc,mae_auc_20_80,mae_auc_20_80_raw,mae_at_20,mae_at_80,rmse_auc,rmse_auc_20_80,rmse_auc_20_80_raw,rmse_at_20,rmse_at_80,partial_auc_lo,partial_auc_hi,mae_full,rmse_full,mae_empty,rmse_empty,mask_value,ranking_file,ablation_ranking_split
FAKE_DATASET,W10_step1,h10_10,windows,random_permutation,36,10,11,0.37733500461853986,0.3867265168772408,0.2320359101263445,0.07169451489674823,0.6742060416764517,10.672026062011717,10.653719663619993,6.392231798171997,11.26779556274414,10.093350410461426,13.3690927028656,13.2679234345754,7.9607540607452405,14.597745895385742,12.324664115905762,0.2,0.8,9.458296775817871,11.686025619506836,11.407546043395996,14.815316200256348,0.0,,
FAKE_DATASET,W10_step1,h10_10,windows,random_permutation,37,10,11,0.5572607459333365,0.5628794965530557,0.3377276979318335,0.2173619917649085,1.0312788658744696,10.321305942535401,10.310353597005205,6.186212158203125,10.983853340148926,9.397326469421387,13.057831811904908,13.032617489496866,7.819570493698121,14.119568824768066,11.588071823120117,0.2,0.8,9.458296775817871,11.686025619506836,11.407546043395996,14.815316200256348,0.0,,
FAKE_DATASET,W10_step1,h10_10,windows,random_permutation,38,10,11,0.48901399065332773,0.49556089329607195,0.2973365359776432,-0.08506968907049928,0.9202294005291751,10.45433588027954,10.441574335098265,6.26494460105896,11.573368072509766,9.613789558410645,13.033478212356567,12.938024600346882,7.762814760208131,14.586141586303711,11.840214729309082,0.2,0.8,9.458296775817871,11.686025619506836,11.407546043395996,14.815316200256348,0.0,,
FAKE_DATASET,W10_step1,h10_10,windows,random_permutation,39,10,11,0.47421690307328607,0.5265107778978076,0.3159064667386846,0.11570763468132074,0.503764794983796,10.483179092407225,10.381245295206703,6.228747177124023,11.182003021240234,10.425582885742188,13.225158739089967,13.120595932006834,7.872357559204102,14.428977012634277,12.818974494934082,0.2,0.8,9.458296775817871,11.686025619506836,11.407546043395996,14.815316200256348,0.0,,
FAKE_DATASET,W10_step1,h10_10,windows,random_permutation,40,10,11,0.1227869659323971,0.018178610615335725,0.010907166369201436,-0.32597938487310757,0.505003092073333,11.168203639984132,11.372111399968464,6.82326683998108,12.042961120605469,10.423169136047363,14.119928216934204,14.351536989212036,8.610922193527223,15.511263847351074,12.733320236206055,0.2,0.8,9.458296775817871,11.686025619506836,11.407546043395996,14.815316200256348,0.0,,
FAKE_DATASET,W10_step1,h10_10,windows,random_permutation,41,10,11,0.3959405773957697,0.38724642878576754,0.23234785727146057,0.020792236156122305,0.7270711998810139,10.635759162902833,10.652706225713093,6.3916237354278564,11.367016792297363,9.990303039550781,13.31823000907898,13.308316946029663,7.984990167617799,14.396777153015137,12.256254196166992,0.2,0.8,9.458296775817871,11.686025619506836,11.407546043395996,14.815316200256348,0.0,,
FAKE_DATASET,W10_step1,h10_10,windows,random_permutation,42,10,11,0.4111615530036165,0.43384328896142865,0.26030597337685724,-0.32597938487310757,0.899693532478512,10.606089687347414,10.561877330144245,6.337126398086548,12.042961120605469,9.65381908416748,13.400988721847535,13.33305009206136,7.999830055236817,15.511263847351074,11.82024097442627,0.2,0.8,9.458296775817871,11.686025619506836,11.407546043395996,14.815316200256348,0.0,,
FAKE_DATASET,W10_step1,h10_10,windows,random_permutation,43,10,11,0.5569873518544612,0.5822397325552268,0.3493438395331361,0.090620743506646,0.9202294005291751,10.321838855743408,10.272615671157835,6.163569402694702,11.230903625488281,9.613789558410645,13.03357014656067,12.938048283259073,7.762828969955445,14.517023086547852,11.840214729309082,0.2,0.8,9.458296775817871,11.686025619506836,11.407546043395996,14.815316200256348,0.0,,
FAKE_DATASET,W10_step1,h10_10,windows,random_permutation,44,10,11,0.22328747084057426,0.20448781175144431,0.12269268705086661,-0.32597938487310757,0.45832208053481127,10.972303104400638,11.008948326110838,6.605368995666504,12.042961120605469,10.514162063598633,13.80763258934021,13.81343626976013,8.28806176185608,15.511263847351074,12.772991180419922,0.2,0.8,9.458296775817871,11.686025619506836,11.407546043395996,14.815316200256348,0.0,,
FAKE_DATASET,W10_step1,h10_10,windows,random_permutation,45,10,11,0.45084723787828973,0.4901037752649789,0.29406226515898737,-0.06856085513440734,0.7552491858844895,10.528732395172119,10.45221161842346,6.271326971054077,11.54118824005127,9.93537712097168,13.07438635826111,12.936696290969849,7.76201777458191,14.427846908569336,12.06236743927002,0.2,0.8,9.458296775817871,11.686025619506836,11.407546043395996,14.815316200256348,0.0,,
FAKE_DATASET,W10_step1,h10_10,windows,random_permutation,46,10,11,0.48267700162823113,0.5273391224904629,0.3164034734942778,0.14720911026568348,0.6714618265933963,10.466688251495363,10.379630645116169,6.227778387069702,11.120598793029785,10.098699569702148,13.08497862815857,12.944692770640055,7.766815662384034,14.125362396240234,12.325485229492188,0.2,0.8,9.458296775817871,11.686025619506836,11.407546043395996,14.815316200256348,0.0,,
FAKE_DATASET,W10_step1,h10_10,windows,random_permutation,47,10,11,0.6365726226261488,0.7067647095277608,0.42405882571665654,0.2173619917649085,1.02130595087126,10.16670732498169,10.02988545099894,6.017931270599365,10.983853340148926,9.416766166687012,12.874733877182006,12.756044467290241,7.6536266803741455,14.119568824768066,11.590951919555664,0.2,0.8,9.458296775817871,11.686025619506836,11.407546043395996,14.815316200256348,0.0,,
FAKE_DATASET,W10_step1,h10_10,windows,random_permutation,48,10,11,0.1796625726050131,0.021307133230525202,0.012784279938315123,-0.0937553817732062,0.6714618265933963,11.057338905334472,11.366013129552204,6.819607877731324,11.590298652648926,10.098699569702148,13.691237401962281,13.947319904963175,8.368391942977906,14.481999397277832,12.325485229492188,0.2,0.8,9.458296775817871,11.686025619506836,11.407546043395996,14.815316200256348,0.0,,
FAKE_DATASET,W10_step1,h10_10,windows,random_permutation,49,10,11,0.6118445489486951,0.6738196955938607,0.4042918173563165,0.24979108934917726,0.8896555469447184,10.214908504486084,10.094103495279947,6.0564620971679695,10.92064094543457,9.673385620117188,12.83398690223694,12.68052307764689,7.6083138465881355,13.773448944091797,12.028388977050781,0.2,0.8,9.458296775817871,11.686025619506836,11.407546043395996,14.815316200256348,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,fulltrust_agg_selection,-1,5,6,5.76,6.600456347377155,3.9602738084262934,11.956439568544297,5.040822347192772,9.839971351623534,9.75303030014038,5.851818180084229,9.198980331420898,9.914366722106934,11.96084566116333,11.701840400695799,7.021104240417481,11.36374282836914,12.095939636230469,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,mlp_baselines/FAKE_DATASET/W10_step1/h10_10_10/rankings/ranking_sensors_fulltrust_agg_selection.json,
FAKE_DATASET,W10_step1,h10_10_10,sensors,timetrust_selection,-1,5,6,-1.696299437632525,-3.3019775053010045,-1.981186503180603,4.8554623398174614,-3.006591684336683,10.611288642883302,10.777388095855713,6.4664328575134284,9.933541297912598,10.746831893920898,12.997603511810302,13.075644493103026,7.845386695861817,12.64570140838623,12.938735008239746,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,mlp_baselines/FAKE_DATASET/W10_step1/h10_10_10/rankings/ranking_sensors_timetrust_selection.json,
FAKE_DATASET,W10_step1,h10_10_10,sensors,weights,-1,5,6,6.02871208629114,6.824383085953106,4.094629851571864,11.956439568544297,6.384382778648474,9.812174415588379,9.72986618677775,5.83791971206665,9.198980331420898,9.775382041931152,11.878133487701415,11.632913589477537,6.979748153686524,11.36374282836914,11.682378768920898,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,mlp_baselines/FAKE_DATASET/W10_step1/h10_10_10/rankings/ranking_sensors_weights.json,
FAKE_DATASET,W10_step1,h10_10_10,sensors,group_ablation,-1,5,6,2.8058670600165945,4.138678897390984,2.4832073384345907,-2.81422513137273,5.040822347192772,10.145561790466308,10.007688999176024,6.004613399505615,10.726932525634766,9.914366722106934,12.257008457183836,11.948642730712889,7.169185638427734,12.84455680847168,12.095939636230469,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,mlp_baselines/FAKE_DATASET/W10_step1/h10_10_10/rankings/ranking_sensors_group_ablation_masking.json,train
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,0,5,6,7.034580990135522,9.688348544912571,5.813009126947543,-2.7867336590762424,14.002452290956025,9.708122253417969,9.433603127797443,5.660161876678467,10.724088668823242,8.987330436706543,12.084349536895754,11.70480934778849,7.0228856086730955,13.599466323852539,11.077441215515137,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,1,5,6,0.11787037890661001,-0.3458974831750714,-0.20753848990504287,-2.7867336590762424,5.040822347192772,10.42362174987793,10.471596240997313,6.282957744598389,10.724088668823242,9.914366722106934,12.823563289642333,12.767082532246906,7.660249519348145,13.599466323852539,12.095939636230469,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,2,5,6,-2.7566294828063063,-3.7909130020589408,-2.274547801235365,-2.81422513137273,-3.006591684336683,10.720974540710449,10.827966054280596,6.496779632568359,10.726932525634766,10.746831893920898,12.952130603790282,12.966713746388752,7.780028247833252,12.84455680847168,12.938735008239746,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,3,5,6,-0.8784345902092745,-2.225750591561414,-1.3354503549368486,-2.81422513137273,6.384382778648474,10.526684570312499,10.666057745615639,6.399634647369385,10.726932525634766,9.775382041931152,12.700859355926513,12.757321039835611,7.6543926239013675,12.84455680847168,11.682378768920898,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,4,5,6,2.45571494422421,1.651186195875973,0.990711717525584,-0.35242002396976124,14.002452290956025,10.181783294677732,10.265007813771565,6.1590046882629395,10.472270965576172,8.987330436706543,12.842688274383544,12.989043394724526,7.793426036834717,13.477449417114258,11.077441215515137,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,5,5,6,8.19088964690698,10.651939092222118,6.391163455333272,11.956439568544297,5.040822347192772,9.588507843017577,9.333924452463785,5.6003546714782715,9.198980331420898,9.914366722106934,11.840904521942138,11.501938501993813,6.901163101196289,11.36374282836914,12.095939636230469,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,6,5,6,11.351070342030056,14.425301926800035,8.655181156080022,11.956439568544297,14.002452290956025,9.261602783203124,8.943588733673094,5.366153240203857,9.198980331420898,8.987330436706543,11.48090124130249,11.071682771046957,6.643009662628175,11.36374282836914,11.077441215515137,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,7,5,6,-2.7566294828063063,-3.7909130020589408,-2.274547801235365,-2.81422513137273,-3.006591684336683,10.720974540710449,10.827966054280596,6.496779632568359,10.726932525634766,10.746831893920898,12.952130603790282,12.966713746388752,7.780028247833252,12.84455680847168,12.938735008239746,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,8,5,6,0.11787037890661001,-0.3458974831750714,-0.20753848990504287,-2.7867336590762424,5.040822347192772,10.42362174987793,10.471596240997313,6.282957744598389,10.724088668823242,9.914366722106934,12.823563289642333,12.767082532246906,7.660249519348145,13.599466323852539,12.095939636230469,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,9,5,6,-1.6304674103438739,-2.324277065855382,-1.3945662395132294,-0.35242002396976124,-3.006591684336683,10.604478645324708,10.676249821980793,6.405749893188477,10.472270965576172,10.746831893920898,13.048833179473876,13.022402604420979,7.813441562652589,13.477449417114258,12.938735008239746,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,10,5,6,10.091357979164746,12.325781322024522,7.3954687932147145,11.956439568544297,14.002452290956025,9.391913795471192,9.160773754119873,5.496464252471925,9.198980331420898,8.987330436706543,11.641128826141358,11.3387287457784,6.803237247467041,11.36374282836914,11.077441215515137,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,11,5,6,4.880416705079745,7.367752988537535,4.420651793122522,-2.7867336590762424,6.384382778648474,9.930959892272949,9.673657258351643,5.804194355010987,10.724088668823242,9.775382041931152,12.347653293609618,12.042826016743977,7.225695610046387,13.599466323852539,11.682378768920898,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,12,5,6,5.560868442887434,5.95846163301681,3.5750769798100865,4.8554623398174614,14.002452290956025,9.860570526123047,9.819441477457682,5.89166488647461,9.933541297912598,8.987330436706543,12.480180644989014,12.523488680521647,7.514093208312989,12.64570140838623,11.077441215515137,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,13,5,6,11.351070342030056,14.425301926800035,8.655181156080022,11.956439568544297,14.002452290956025,9.261602783203124,8.943588733673094,5.366153240203857,9.198980331420898,8.987330436706543,11.48090124130249,11.071682771046957,6.643009662628175,11.36374282836914,11.077441215515137,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,14,5,6,2.159059647828893,3.1236209704680244,1.8741725822808148,4.8554623398174614,-3.006591684336683,10.212470817565919,10.112691720326742,6.067615032196046,9.933541297912598,10.746831893920898,12.852439403533936,12.833704312642416,7.700222587585451,12.64570140838623,12.938735008239746,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,15,5,6,7.998685350788237,10.10767186011493,6.064603116068959,11.956439568544297,6.384382778648474,9.608390426635742,9.390226205190022,5.634135723114014,9.198980331420898,9.775382041931152,11.747386837005614,11.415002504984535,6.849001502990722,11.36374282836914,11.682378768920898,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,16,5,6,6.5674453766018255,7.94619864171353,4.767719185028119,11.956439568544297,5.040822347192772,9.756445121765136,9.613819917043049,5.76829195022583,9.198980331420898,9.914366722106934,12.01653413772583,11.794654528299965,7.0767927169799805,11.36374282836914,12.095939636230469,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,17,5,6,-3.3432064165206974,-4.674399987707814,-2.804639992624689,-2.81422513137273,-3.5714391075873513,10.781653022766111,10.919358412424723,6.551615047454835,10.726932525634766,10.805262565612793,13.054054546356202,13.122687021891275,7.873612213134766,12.84455680847168,13.022134780883789,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,18,5,6,6.404030607541255,8.637431240588796,5.182458744353278,-2.7867336590762424,14.002452290956025,9.773349571228028,9.542315324147541,5.725389194488526,10.724088668823242,8.987330436706543,12.226665782928468,11.94200309117635,7.165201854705811,13.599466323852539,11.077441215515137,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,19,5,6,-1.4971107218585786,-1.6917150671460617,-1.0150290402876372,-2.81422513137273,-3.006591684336683,10.590683555603027,10.610814412434895,6.366488647460938,10.726932525634766,10.746831893920898,12.841140460968017,12.78173017501831,7.669038105010987,12.84455680847168,12.938735008239746,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,20,5,6,-1.696299437632525,-3.3019775053010045,-1.981186503180603,4.8554623398174614,-3.006591684336683,10.611288642883302,10.777388095855713,6.4664328575134284,9.933541297912598,10.746831893920898,12.997603511810302,13.075644493103026,7.845386695861817,12.64570140838623,12.938735008239746,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,21,5,6,-0.8247128238222552,-0.9813527549860178,-0.5888116529916108,-0.35242002396976124,-3.006591684336683,10.521127319335939,10.537330945332846,6.322398567199708,10.472270965576172,10.746831893920898,13.121117496490477,13.142876466115315,7.88572587966919,13.477449417114258,12.938735008239746,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,22,5,6,-1.7750917304323774,-2.060875510893949,-1.2365253065363697,-2.81422513137273,-3.5714391075873513,10.619439315795898,10.64900223414103,6.389401340484619,10.726932525634766,10.805262565612793,12.88157739639282,12.835225105285643,7.701135063171387,12.84455680847168,13.022134780883789,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,23,5,6,3.8186890384438095,3.922809686241972,2.3536858117451835,-0.35242002396976124,14.002452290956025,10.040790367126462,10.030019601186115,6.01801176071167,10.472270965576172,8.987330436706543,12.579774951934816,12.550854523976643,7.530512714385987,13.477449417114258,11.077441215515137,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,24,5,6,0.2168636489351895,-0.11337236102148095,-0.06802341661288858,4.8554623398174614,-3.006591684336683,10.413381385803223,10.447542667388916,6.2685256004333505,9.933541297912598,10.746831893920898,12.954767894744872,13.004251797993977,7.802551078796387,12.64570140838623,12.938735008239746,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,25,5,6,-0.18725546233981766,0.5855182692603172,0.3513109615561904,-2.81422513137273,-3.5714391075873513,10.455185508728025,10.375245889027912,6.225147533416748,10.726932525634766,10.805262565612793,12.624758625030516,12.407193819681803,7.444316291809082,12.84455680847168,13.022134780883789,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,26,5,6,0.33124366184198417,0.07726099382317682,0.046356596293906094,4.8554623398174614,-3.006591684336683,10.401549339294434,10.427822589874268,6.256693553924562,9.933541297912598,10.746831893920898,12.844472980499265,12.820426940917965,7.6922561645507805,12.64570140838623,12.938735008239746,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,27,5,6,4.880416705079745,7.367752988537535,4.420651793122522,-2.7867336590762424,6.384382778648474,9.930959892272949,9.673657258351643,5.804194355010987,10.724088668823242,9.775382041931152,12.347653293609618,12.042826016743977,7.225695610046387,13.599466323852539,11.682378768920898,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,28,5,6,6.5674453766018255,7.94619864171353,4.767719185028119,11.956439568544297,5.040822347192772,9.756445121765136,9.613819917043049,5.76829195022583,9.198980331420898,9.914366722106934,12.01653413772583,11.794654528299965,7.0767927169799805,11.36374282836914,12.095939636230469,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,29,5,6,11.162620079284595,14.111218155557603,8.466730893334564,11.956439568544297,14.002452290956025,9.281097030639648,8.9760791460673,5.385647487640381,9.198980331420898,8.987330436706543,11.49074125289917,11.088082790374756,6.652849674224854,11.36374282836914,11.077441215515137,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,30,5,6,2.209438554439016,1.6424234043207033,0.9854540425924221,4.8554623398174614,6.384382778648474,10.207259368896485,10.265914281209309,6.159548568725587,9.933541297912598,9.775382041931152,12.593201732635496,12.611034234364825,7.566620540618896,12.64570140838623,11.682378768920898,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,31,5,6,4.880416705079745,7.367752988537535,4.420651793122522,-2.7867336590762424,6.384382778648474,9.930959892272949,9.673657258351643,5.804194355010987,10.724088668823242,9.775382041931152,12.347653293609618,12.042826016743977,7.225695610046387,13.599466323852539,11.682378768920898,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,32,5,6,1.5395003226698627,2.0234857564303494,1.21409145385821,-2.7867336590762424,5.040822347192772,10.276561164855956,10.226495265960692,6.135897159576416,10.724088668823242,9.914366722106934,12.807878017425537,12.740940411885576,7.644564247131347,13.599466323852539,12.095939636230469,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,33,5,6,-1.4971107218585786,-1.6917150671460617,-1.0150290402876372,-2.81422513137273,-3.006591684336683,10.590683555603027,10.610814412434895,6.366488647460938,10.726932525634766,10.746831893920898,12.841140460968017,12.78173017501831,7.669038105010987,12.84455680847168,12.938735008239746,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,34,5,6,3.8186890384438095,3.922809686241972,2.3536858117451835,-0.35242002396976124,14.002452290956025,10.040790367126462,10.030019601186115,6.01801176071167,10.472270965576172,8.987330436706543,12.579774951934816,12.550854523976643,7.530512714385987,13.477449417114258,11.077441215515137,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,35,5,6,-0.9460938508343322,-1.1836544666728128,-0.7101926800036877,-0.35242002396976124,-3.006591684336683,10.533683586120606,10.558258056640625,6.3349548339843755,10.472270965576172,10.746831893920898,13.214947032928466,13.299259026845295,7.9795554161071784,13.477449417114258,12.938735008239746,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,36,5,6,4.50570111551581,7.128831320487998,4.277298792292799,4.8554623398174614,-3.5714391075873513,9.969722366333007,9.698372522989908,5.819023513793946,9.933541297912598,10.805262565612793,12.493389225006101,12.22138738632202,7.332832431793213,12.64570140838623,13.022134780883789,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,37,5,6,1.775008758181986,0.9183737438923211,0.5510242463353927,4.8554623398174614,6.384382778648474,10.252198982238768,10.340813636779783,6.2044881820678714,9.933541297912598,9.775382041931152,12.5163348197937,12.482922712961832,7.4897536277771,12.64570140838623,11.682378768920898,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,38,5,6,0.11237208444731239,-0.3504793952244859,-0.21028763713469156,-2.81422513137273,5.040822347192772,10.424190521240234,10.472070217132567,6.283242130279541,10.726932525634766,9.914366722106934,12.672581386566161,12.64126427968343,7.584758567810059,12.84455680847168,12.095939636230469,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,39,5,6,-2.2622752834885222,-2.971571248578716,-1.7829427491472298,-2.7867336590762424,-3.006591684336683,10.669836044311523,10.743209203084309,6.445925521850586,10.724088668823242,10.746831893920898,13.205499935150145,13.263177712758381,7.95790662765503,13.599466323852539,12.938735008239746,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,40,5,6,-3.348675209735411,-4.68351464306567,-2.8101087858394025,-2.81422513137273,-3.5714391075873513,10.782218742370606,10.920301278432209,6.552180767059326,10.726932525634766,10.805262565612793,13.075113582611085,13.157785415649414,7.894671249389649,12.84455680847168,13.022134780883789,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,41,5,6,5.956428505577579,9.546710303924279,5.728026182354568,4.8554623398174614,-3.5714391075873513,9.819651794433593,9.448254903157551,5.668952941894531,9.933541297912598,10.805262565612793,12.17955846786499,11.698336124420164,7.0190016746521,12.64570140838623,13.022134780883789,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,42,5,6,9.639006176823084,12.841539903506344,7.704923942103807,11.956439568544297,6.384382778648474,9.43870735168457,9.107421080271402,5.464452648162842,9.198980331420898,9.775382041931152,11.611728763580322,11.188905715942383,6.71334342956543,11.36374282836914,11.682378768920898,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,43,5,6,7.932469807319997,9.911130573737747,5.946678344242649,4.8554623398174614,14.002452290956025,9.615240097045898,9.410557428995766,5.646334457397461,9.933541297912598,8.987330436706543,12.035912799835206,11.783042271931965,7.06982536315918,12.64570140838623,11.077441215515137,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,44,5,6,4.51929197012999,5.090481239052273,3.054288743431364,-0.35242002396976124,14.002452290956025,9.96831645965576,9.909229755401611,5.9455378532409675,10.472270965576172,8.987330436706543,12.646530246734619,12.662113348642984,7.597268009185791,13.477449417114258,11.077441215515137,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
FAKE_DATASET,W10_step1,h10_10_10,sensors,random_permutation,45,5,6,7.729973264497096,9.883745121538979,5.930247072923389,11.956439568544297,5.040822347192772,9.636187362670897,9.413390318552652,5.648034191131592,9.198980331420898,9.914366722106934,11.830099010467528,11.483929316202797,6.890357589721679,11.36374282836914,12.095939636230469,0.2,0.8,10.332369804382324,12.54001235961914,10.43581485748291,13.397719383239746,0.0,,
