iter_idx,n0_value,milp1_status,milp1_objective,milp1_solve_time_s,milp2_status,milp2_objective,milp2_solve_time_s
1,14,OptimalGlobal,9.38733822771881,0.184,OptimalGlobal,9.93919730711108,1.944
2,13,OptimalGlobal,8.22214768657736,0.165,OptimalGlobal,9.93919730711108,1.724
3,12,OptimalGlobal,6.84798509671399,0.17,OptimalGlobal,9.93919730711108,1.44
4,11,OptimalGlobal,6.66450063780428,0.148,OptimalGlobal,9.93919730711108,1.483
5,10,OptimalGlobal,7.27711337744898,0.137,OptimalGlobal,9.93919730711108,1.274
6,9,OptimalGlobal,6.86108641181604,0.14,OptimalGlobal,9.93919730711108,1.247
7,8,OptimalGlobal,6.51119841766537,0.145,OptimalGlobal,9.93919730711108,1.074
8,7,OptimalGlobal,8.61341802944237,0.118,OptimalGlobal,9.93919730711108,1.011
9,6,OptimalGlobal,10.7209109015806,0.108,OptimalGlobal,9.93919730711108,0.883
10,5,OptimalGlobal,6.67581382346336,0.096,OptimalGlobal,9.93919730711108,0.823
11,4,OptimalGlobal,6.87887576972776,0.08,OptimalGlobal,9.93919730711108,0.827
12,3,OptimalGlobal,8.36528350321547,0.071,OptimalGlobal,9.93919730711108,0.613
13,2,OptimalGlobal,8.5064062385122,0.051,OptimalGlobal,9.93919730711108,0.574
14,1,OptimalGlobal,11.626742805722,0.025,OptimalGlobal,9.93919730711108,0.449
