iter_idx,n0_value,n_features,is_final_mlp,is_baseline,train_mse,val_mse,train_rmse,val_rmse,train_mae,val_mae,train_r2,val_r2,mlp_train_time_s
1,20,630,False,True,1491.3099365234375,1917.9635009765625,38.61748226546414,43.79456017562641,28.699289321899414,29.858688354492188,0.6100589632987976,0.5531964898109436,0.0
2,19,600,False,False,1498.3580322265625,1880.2879638671875,38.70862994509832,43.362287345886024,28.913166046142578,29.761075973510742,0.6082160472869873,0.5619732737541199,29.518935939995572
3,18,570,False,False,1497.2762451171875,1893.5550537109375,38.69465396042698,43.514998031838836,28.67038917541504,29.67250633239746,0.6084989309310913,0.5588825941085815,28.97257963998709
4,17,540,False,False,1480.3817138671875,1922.25048828125,38.475728893254086,43.84347714633558,28.467571258544922,29.726621627807617,0.6129164695739746,0.5521978139877319,27.649883051984943
5,16,510,False,False,1485.236083984375,1916.8092041015625,38.538760799802255,43.781379650503965,28.525365829467773,29.746374130249023,0.6116471290588379,0.5534653663635254,28.360047273046803
6,15,480,False,False,1509.1328125,1915.929443359375,38.847558642725545,43.77133129525963,28.960145950317383,30.037046432495117,0.6053987145423889,0.5536702871322632,27.769244664988946
7,14,450,False,False,1506.5767822265625,1937.2392578125,38.814646491067805,44.01408022227092,28.813383102416992,29.93872833251953,0.6060670614242554,0.5487060546875,26.730690160009544
8,13,420,False,False,1505.833251953125,1968.9251708984375,38.80506734890593,44.372572281742215,28.726694107055664,30.203859329223633,0.6062614917755127,0.5413245558738708,26.680351514020003
9,12,390,False,False,1494.780517578125,1882.0123291015625,38.66239151395222,43.38216602593239,28.850290298461914,29.712125778198242,0.6091514825820923,0.5615715980529785,26.286544444970787
10,11,360,False,False,1497.0101318359375,1950.45703125,38.69121517652214,44.16397888834293,28.59535789489746,30.001401901245117,0.6085684895515442,0.5456268787384033,24.896851586992852
11,10,330,False,False,1500.2760009765625,1952.7022705078125,38.73339645546931,44.18939092709711,28.542505264282227,29.791316986083984,0.6077145338058472,0.5451037883758545,26.02865410101367
12,9,300,False,False,1487.97607421875,1884.2481689453125,38.57429291923249,43.40792748963388,28.563100814819336,29.438377380371094,0.6109306812286377,0.5610506534576416,25.85644882399356
13,8,270,False,False,1502.9376220703125,1924.8223876953125,38.767739450093195,43.872797810207096,28.774486541748047,29.840696334838867,0.6070185899734497,0.5515986680984497,25.474113184027374
14,7,240,False,False,1496.257080078125,1900.25244140625,38.681482392459124,43.59188504075328,28.630619049072266,29.682592391967773,0.6087653636932373,0.5573223829269409,24.2459039480309
15,6,210,False,False,1515.109375,1942.8843994140625,38.92440590426526,44.0781623869923,28.758909225463867,30.002788543701172,0.603835940361023,0.5473909378051758,24.241863875009585
16,5,180,False,False,1647.0616455078125,2286.133544921875,40.58400726280997,47.81352889007331,30.630916595458984,33.35946273803711,0.5693336725234985,0.46742862462997437,23.44200695201289
17,4,150,False,False,1655.79345703125,2335.270263671875,40.69144206133828,48.32463412869129,30.774564743041992,33.56782913208008,0.567050576210022,0.4559817910194397,22.996476439002436
18,3,120,False,False,1635.4473876953125,2237.53857421875,40.44066502538395,47.30262756146586,30.36884307861328,33.1900749206543,0.5723705291748047,0.47874915599823,21.93477290601004
19,2,90,False,False,1682.586181640625,2343.908447265625,41.0193391175507,48.41392823625888,31.044540405273438,34.05651092529297,0.5600448846817017,0.45396947860717773,22.20281862298725
20,1,60,False,False,2725.771240234375,3305.45263671875,52.20891916362926,57.49306598815852,41.83128356933594,44.689571380615234,0.2872775197029114,0.2299708127975464,21.06326122902101
21,0,30,True,False,3699.00927734375,4046.367919921875,60.81948106769532,63.61106758986108,49.533817291259766,50.778568267822266,0.032799601554870605,0.0573691725730896,20.276665797980968
