iter_idx,n0_value,milp1_status,milp1_objective,milp1_solve_time_s,milp2_status,milp2_objective,milp2_solve_time_s
1,20,OptimalGlobal,25.654823562808,0.525,OptimalGlobal,25.6218674046301,18.968
2,19,OptimalGlobal,32.9880380146764,0.496,OptimalGlobal,25.6218674046301,19.08
3,18,OptimalGlobal,28.3985261068428,0.399,OptimalGlobal,25.6218674046301,30.954
4,17,OptimalGlobal,25.5705529984518,0.395,OptimalGlobal,25.62186740463,10.41
5,16,OptimalGlobal,30.6848889076641,0.458,OptimalGlobal,25.6218674046301,15.386
6,15,OptimalGlobal,46.5969236237208,0.695,OptimalGlobal,25.6218674046301,18.475
7,14,OptimalGlobal,17.4480582079705,0.359,OptimalGlobal,25.6218674046301,20.573
8,13,OptimalGlobal,36.7900502179615,0.46,OptimalGlobal,25.6218674046301,22.314
9,12,OptimalGlobal,24.7303793490342,0.414,OptimalGlobal,25.6218674046301,9.301
10,11,OptimalGlobal,16.2056551642349,0.334,OptimalGlobal,25.6218674046301,7.237
11,10,OptimalGlobal,38.1520715683444,0.446,OptimalGlobal,25.6218674046301,12.615
12,9,OptimalGlobal,20.1812919861642,0.316,OptimalGlobal,25.6218674046301,9.506
13,8,OptimalGlobal,26.0455525284138,0.312,OptimalGlobal,25.62186740463,11.693
14,7,OptimalGlobal,16.8473887469422,0.296,OptimalGlobal,25.6218674046301,34.203
15,6,OptimalGlobal,20.5066728321451,0.215,OptimalGlobal,25.6218674046301,11.476
16,5,OptimalGlobal,22.661746877495,0.318,OptimalGlobal,25.6218674046301,11.817
17,4,OptimalGlobal,19.5689298787595,0.194,OptimalGlobal,25.6218674046301,6.103
18,3,OptimalGlobal,18.0376001905711,0.116,OptimalGlobal,25.6218674046301,3.815
19,2,OptimalGlobal,17.1467983475962,0.041,OptimalGlobal,25.6218674046301,2.038
20,1,OptimalGlobal,51.9033332453316,0.036,OptimalGlobal,25.6218674046301,6.536
