dataset,mode,bin,n_runs,n_ok,n_with_selection,runtime_mean_seconds,runtime_median_seconds,runtime_std_seconds,runtime_cv,runtime_p95_seconds,mean_pairwise_jaccard
FD004,sensors,low,5,5,5,673.8478208075743,677.7776615049224,35.326335520937086,0.05242479745441659,705.3833251366857,0.3
FD004,windows,low,5,5,5,1143.7785797360352,1122.8575947890058,113.12627754387289,0.09890574937150906,1290.9912417033222,0.2
