iter_idx,n0_value,milp1_status,milp1_objective,milp1_solve_time_s,milp2_status,milp2_objective,milp2_solve_time_s
1,29,OptimalGlobal,4.8469236915762,0.323,OptimalGlobal,6.25540136959827,3.718
2,28,OptimalGlobal,3.78493532521793,0.337,OptimalGlobal,6.25540136959827,3.013
3,27,OptimalGlobal,3.16340420168653,0.316,OptimalGlobal,6.25540136959827,3.4
4,26,OptimalGlobal,3.12356415299038,0.299,OptimalGlobal,6.25540136959827,3.452
5,25,OptimalGlobal,3.13273711821804,0.28,OptimalGlobal,6.25540136959826,3.199
6,24,OptimalGlobal,3.0993034411397,0.279,OptimalGlobal,6.25540136959826,3.176
7,23,OptimalGlobal,3.14149009736532,0.268,OptimalGlobal,6.25540136959827,2.888
8,22,OptimalGlobal,3.07762225585645,0.246,OptimalGlobal,6.25540136959827,4.265
9,21,OptimalGlobal,3.15945593943297,0.256,OptimalGlobal,6.25540136959827,6.995
10,20,OptimalGlobal,3.48657581823287,0.209,OptimalGlobal,6.25540136959826,2.318
11,19,OptimalGlobal,3.33664323695902,0.199,OptimalGlobal,6.25540136959827,2.312
12,18,OptimalGlobal,3.22536880108933,0.209,OptimalGlobal,6.25540136959826,2.575
13,17,OptimalGlobal,3.30131468173796,0.236,OptimalGlobal,6.25540136959827,2.811
14,16,OptimalGlobal,3.30828426617134,0.179,OptimalGlobal,6.25540136959826,3.674
15,15,OptimalGlobal,3.17490091248452,0.164,OptimalGlobal,6.25540136959827,2.632
16,14,OptimalGlobal,3.3667415070802,0.147,OptimalGlobal,6.25540136959827,1.587
17,13,OptimalGlobal,3.61491595090088,0.136,OptimalGlobal,6.25540136959827,1.921
18,12,OptimalGlobal,3.76645877879735,0.13,OptimalGlobal,6.25540136959826,2.095
19,11,OptimalGlobal,3.72764897171489,0.126,OptimalGlobal,6.25540136959826,1.554
20,10,OptimalGlobal,3.75529800083501,0.107,OptimalGlobal,6.25540136959827,1.711
21,9,OptimalGlobal,3.92381820747838,0.097,OptimalGlobal,6.25540136959826,1.384
22,8,OptimalGlobal,4.28268019855016,0.095,OptimalGlobal,6.25540136959826,1.268
23,7,OptimalGlobal,4.47750540635913,0.095,OptimalGlobal,6.25540136959827,1.32
24,6,OptimalGlobal,4.98219376989968,0.076,OptimalGlobal,6.25540136959827,1.255
25,5,OptimalGlobal,5.99664036621879,0.069,OptimalGlobal,6.25540136959827,1.137
26,4,OptimalGlobal,5.63783962596935,0.069,OptimalGlobal,6.25540136959826,0.955
27,3,OptimalGlobal,5.81278940891899,0.042,OptimalGlobal,6.25540136959827,2.158
28,2,OptimalGlobal,9.97556131038602,0.024,OptimalGlobal,6.25540136959826,5.212
29,1,OptimalGlobal,10.5346021602927,0.014,OptimalGlobal,6.25540136959826,1.708
